study,arm,rep,capsule,iter,total_ms
matched,full_stack_ovl_pv3c_14,3,9114f96f,6,47.686
matched,full_stack_ovl_pv3c_14,3,9114f96f,7,46.169
matched,full_stack_ovl_pv3c_14,3,9114f96f,8,48.138
matched,full_stack_ovl_pv3c_14,3,9114f96f,9,47.459
matched,placement_swap_seq,4,f40d1015,0,53.03
matched,placement_swap_seq,4,f40d1015,1,45.553
matched,placement_swap_seq,4,f40d1015,2,48.747
matched,placement_swap_seq,4,f40d1015,3,48.577
matched,placement_swap_seq,4,f40d1015,4,48.763
matched,placement_swap_seq,4,f40d1015,5,45.917
matched,placement_swap_seq,4,f40d1015,6,46.095
matched,placement_swap_seq,4,f40d1015,7,46.343
matched,placement_swap_seq,4,f40d1015,8,47.397
matched,placement_swap_seq,4,f40d1015,9,49.253
matched,placement_swap_seq_pv3c_14,4,f40d1015,0,56.323
matched,placement_swap_seq_pv3c_14,4,f40d1015,1,47.994
matched,placement_swap_seq_pv3c_14,4,f40d1015,2,50.056
matched,placement_swap_seq_pv3c_14,4,f40d1015,3,46.763
matched,placement_swap_seq_pv3c_14,4,f40d1015,4,49.038
matched,placement_swap_seq_pv3c_14,4,f40d1015,5,45.807
matched,placement_swap_seq_pv3c_14,4,f40d1015,6,48.441
matched,placement_swap_seq_pv3c_14,4,f40d1015,7,48.477
matched,placement_swap_seq_pv3c_14,4,f40d1015,8,48.603
matched,placement_swap_seq_pv3c_14,4,f40d1015,9,46.91
matched,full_stack_seq,4,f40d1015,0,49.875
matched,full_stack_seq,4,f40d1015,1,47.429
matched,full_stack_seq,4,f40d1015,2,48.302
matched,full_stack_seq,4,f40d1015,3,48.99
matched,full_stack_seq,4,f40d1015,4,48.19
matched,full_stack_seq,4,f40d1015,5,49.945
matched,full_stack_seq,4,f40d1015,6,47.677
matched,full_stack_seq,4,f40d1015,7,48.796
matched,full_stack_seq,4,f40d1015,8,45.527
matched,full_stack_seq,4,f40d1015,9,47.845
matched,full_stack_seq_pv3c_14,4,f40d1015,0,53.006
matched,full_stack_seq_pv3c_14,4,f40d1015,1,46.04
matched,full_stack_seq_pv3c_14,4,f40d1015,2,47.76
matched,full_stack_seq_pv3c_14,4,f40d1015,3,46.965
matched,full_stack_seq_pv3c_14,4,f40d1015,4,49.445
matched,full_stack_seq_pv3c_14,4,f40d1015,5,46.735
matched,full_stack_seq_pv3c_14,4,f40d1015,6,46.765
matched,full_stack_seq_pv3c_14,4,f40d1015,7,48.682
matched,full_stack_seq_pv3c_14,4,f40d1015,8,47.675
matched,full_stack_seq_pv3c_14,4,f40d1015,9,46.302
matched,full_stack_ovl,4,f40d1015,0,51.311
matched,full_stack_ovl,4,f40d1015,1,46.855
matched,full_stack_ovl,4,f40d1015,2,43.992
matched,full_stack_ovl,4,f40d1015,3,47.569
matched,full_stack_ovl,4,f40d1015,4,48.291
matched,full_stack_ovl,4,f40d1015,5,47.429
matched,full_stack_ovl,4,f40d1015,6,47.766
matched,full_stack_ovl,4,f40d1015,7,48.743
matched,full_stack_ovl,4,f40d1015,8,47.198
matched,full_stack_ovl,4,f40d1015,9,48.972
matched,full_stack_ovl_pv3c_14,4,f40d1015,0,50.391
matched,full_stack_ovl_pv3c_14,4,f40d1015,1,48.105
matched,full_stack_ovl_pv3c_14,4,f40d1015,2,48.045
matched,full_stack_ovl_pv3c_14,4,f40d1015,3,46.104
matched,full_stack_ovl_pv3c_14,4,f40d1015,4,46.274
matched,full_stack_ovl_pv3c_14,4,f40d1015,5,45.462
matched,full_stack_ovl_pv3c_14,4,f40d1015,6,47.822
matched,full_stack_ovl_pv3c_14,4,f40d1015,7,45.976
matched,full_stack_ovl_pv3c_14,4,f40d1015,8,45.901
matched,full_stack_ovl_pv3c_14,4,f40d1015,9,47.838
matched,placement_swap_seq,5,ca682e76,0,58.011
matched,placement_swap_seq,5,ca682e76,1,45.415
matched,placement_swap_seq,5,ca682e76,2,46.713
matched,placement_swap_seq,5,ca682e76,3,50.561
matched,placement_swap_seq,5,ca682e76,4,48.75
matched,placement_swap_seq,5,ca682e76,5,46.877
matched,placement_swap_seq,5,ca682e76,6,48.736
matched,placement_swap_seq,5,ca682e76,7,47.562
matched,placement_swap_seq,5,ca682e76,8,49.55
matched,placement_swap_seq,5,ca682e76,9,49.96
matched,placement_swap_seq_pv3c_14,5,ca682e76,0,53.381
matched,placement_swap_seq_pv3c_14,5,ca682e76,1,44.79
matched,placement_swap_seq_pv3c_14,5,ca682e76,2,49.568
matched,placement_swap_seq_pv3c_14,5,ca682e76,3,46.866
matched,placement_swap_seq_pv3c_14,5,ca682e76,4,48.792
matched,placement_swap_seq_pv3c_14,5,ca682e76,5,49.633
matched,placement_swap_seq_pv3c_14,5,ca682e76,6,47.902
matched,placement_swap_seq_pv3c_14,5,ca682e76,7,48.038
matched,placement_swap_seq_pv3c_14,5,ca682e76,8,44.855
matched,placement_swap_seq_pv3c_14,5,ca682e76,9,47.267
matched,full_stack_seq,5,ca682e76,0,53.879
matched,full_stack_seq,5,ca682e76,1,47.135
matched,full_stack_seq,5,ca682e76,2,45.769
matched,full_stack_seq,5,ca682e76,3,47.246
matched,full_stack_seq,5,ca682e76,4,45.933
matched,full_stack_seq,5,ca682e76,5,47.041
matched,full_stack_seq,5,ca682e76,6,48.915
matched,full_stack_seq,5,ca682e76,7,47.237
matched,full_stack_seq,5,ca682e76,8,49.365
matched,full_stack_seq,5,ca682e76,9,47.061
matched,full_stack_seq_pv3c_14,5,ca682e76,0,53.433
matched,full_stack_seq_pv3c_14,5,ca682e76,1,46.622
matched,full_stack_seq_pv3c_14,5,ca682e76,2,47.897
matched,full_stack_seq_pv3c_14,5,ca682e76,3,47.118
matched,full_stack_seq_pv3c_14,5,ca682e76,4,47.721
matched,full_stack_seq_pv3c_14,5,ca682e76,5,47.151
matched,full_stack_seq_pv3c_14,5,ca682e76,6,48.236
matched,full_stack_seq_pv3c_14,5,ca682e76,7,46.54
matched,full_stack_seq_pv3c_14,5,ca682e76,8,46.637
matched,full_stack_seq_pv3c_14,5,ca682e76,9,47.791
matched,full_stack_ovl,5,ca682e76,0,49.217
matched,full_stack_ovl,5,ca682e76,1,49.024
matched,full_stack_ovl,5,ca682e76,2,48.261
matched,full_stack_ovl,5,ca682e76,3,47.527
matched,full_stack_ovl,5,ca682e76,4,46.687
matched,full_stack_ovl,5,ca682e76,5,45.799
matched,full_stack_ovl,5,ca682e76,6,48.249
matched,full_stack_ovl,5,ca682e76,7,48.69
matched,full_stack_ovl,5,ca682e76,8,47.864
matched,full_stack_ovl,5,ca682e76,9,46.242
matched,full_stack_ovl_pv3c_14,5,ca682e76,0,49.726
matched,full_stack_ovl_pv3c_14,5,ca682e76,1,46.551
matched,full_stack_ovl_pv3c_14,5,ca682e76,2,45.845
matched,full_stack_ovl_pv3c_14,5,ca682e76,3,44.836
matched,full_stack_ovl_pv3c_14,5,ca682e76,4,46.576
matched,full_stack_ovl_pv3c_14,5,ca682e76,5,47.858
matched,full_stack_ovl_pv3c_14,5,ca682e76,6,47.764
matched,full_stack_ovl_pv3c_14,5,ca682e76,7,47.943
matched,full_stack_ovl_pv3c_14,5,ca682e76,8,49.577
matched,full_stack_ovl_pv3c_14,5,ca682e76,9,48.507
