layer,scale,run,timing_mode,algorithm,budget_mib,latency_ms,capsule
layer0+1,W8,fwd,,l01_allgather_dense,4,9.899,20260816-190804_perlmutter_300e0b15
layer0+1,W8,rev,,l01_allgather_dense,4,9.848,20260816-193310_perlmutter_bb539138
layer0+1,W8,fwd,,l01_allgather_dense,8,15.871,20260816-190804_perlmutter_300e0b15
layer0+1,W8,rev,,l01_allgather_dense,8,15.827,20260816-193310_perlmutter_bb539138
layer0+1,W8,fwd,,l01_allgather_dense,16,32.021,20260816-190804_perlmutter_300e0b15
layer0+1,W8,rev,,l01_allgather_dense,16,31.793,20260816-193310_perlmutter_bb539138
layer0+1,W8,fwd,,l01_lbunion_hier,1,2.465,20260816-194533_perlmutter_ce9057ef
layer0+1,W8,rev,,l01_lbunion_hier,1,2.475,20260816-194705_perlmutter_50bfb761
layer0+1,W8,fwd,,l01_lbunion_hier,2,3.456,20260816-194533_perlmutter_ce9057ef
layer0+1,W8,rev,,l01_lbunion_hier,2,3.466,20260816-194705_perlmutter_50bfb761
layer0+1,W8,fwd,,l01_lbunion_hier,4,5.506,20260816-194533_perlmutter_ce9057ef
layer0+1,W8,rev,,l01_lbunion_hier,4,5.577,20260816-194705_perlmutter_50bfb761
layer0+1,W8,fwd,,l01_lbunion_hier,8,9.925,20260816-194533_perlmutter_ce9057ef
layer0+1,W8,rev,,l01_lbunion_hier,8,9.981,20260816-194705_perlmutter_50bfb761
layer0+1,W8,fwd,,l01_lbunion_hier,16,20.123,20260816-194533_perlmutter_ce9057ef
layer0+1,W8,rev,,l01_lbunion_hier,16,20.097,20260816-194705_perlmutter_50bfb761
layer0+1,W8,fwd,,l01_lbunion_hier_eager,1,2.834,20260816-190804_perlmutter_300e0b15
layer0+1,W8,rev,,l01_lbunion_hier_eager,1,2.862,20260816-193310_perlmutter_bb539138
layer0+1,W8,fwd,,l01_lbunion_hier_eager,2,4.581,20260816-190804_perlmutter_300e0b15
layer0+1,W8,rev,,l01_lbunion_hier_eager,2,4.513,20260816-193310_perlmutter_bb539138
layer0+1,W8,fwd,,l01_lbunion_hier_eager,4,7.794,20260816-190804_perlmutter_300e0b15
layer0+1,W8,rev,,l01_lbunion_hier_eager,4,7.869,20260816-193310_perlmutter_bb539138
layer0+1,W8,fwd,,l01_lbunion_hier_eager,8,14.577,20260816-190804_perlmutter_300e0b15
layer0+1,W8,rev,,l01_lbunion_hier_eager,8,14.447,20260816-193310_perlmutter_bb539138
layer0+1,W8,fwd,,l01_lbunion_hier_eager,16,23.97,20260816-190804_perlmutter_300e0b15
layer0+1,W8,rev,,l01_lbunion_hier_eager,16,23.774,20260816-193310_perlmutter_bb539138
layer0+1,W8,fwd,,l01_torch,1,6.52,20260816-190804_perlmutter_300e0b15
layer0+1,W8,rev,,l01_torch,1,6.258,20260816-193310_perlmutter_bb539138
layer0+1,W8,fwd,,l01_torch,2,6.964,20260816-190804_perlmutter_300e0b15
layer0+1,W8,rev,,l01_torch,2,6.918,20260816-193310_perlmutter_bb539138
layer0+1,W8,fwd,,l01_torch,4,11.388,20260816-190804_perlmutter_300e0b15
layer0+1,W8,rev,,l01_torch,4,10.343,20260816-193310_perlmutter_bb539138
layer0+1,W8,fwd,,l01_torch,8,17.498,20260816-190804_perlmutter_300e0b15
layer0+1,W8,rev,,l01_torch,8,17.39,20260816-193310_perlmutter_bb539138
layer0+1,W8,fwd,,l01_torch,16,32.077,20260816-190804_perlmutter_300e0b15
layer0+1,W8,rev,,l01_torch,16,32.04,20260816-193310_perlmutter_bb539138
layer1,W16,fwd,amortized,l1_compress,1,1.465,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_compress,1,1.465,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_compress,2,2.004,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_compress,2,2.05,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_compress,4,3.226,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_compress,4,3.211,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_compress,8,5.927,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_compress,8,5.971,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_compress,16,12.095,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_compress,16,12.161,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_compress,32,24.913,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,amortized,l1_compress,32,25.302,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,amortized,l1_compress,64,53.167,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,amortized,l1_compress,64,53.653,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,isolated,l1_compress,1,3.049,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_compress,1,2.943,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_compress,2,3.516,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_compress,2,3.829,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_compress,4,5.032,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_compress,4,4.956,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_compress,8,7.933,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_compress,8,7.991,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_compress,16,14.351,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_compress,16,15.018,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_compress,32,28.562,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,isolated,l1_compress,32,27.978,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,isolated,l1_compress,64,58.13,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,isolated,l1_compress,64,56.917,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,amortized,l1_compress_eager,1,1.523,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_compress_eager,1,1.593,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_compress_eager,2,2.362,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_compress_eager,2,2.431,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_compress_eager,4,4.039,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_compress_eager,4,4.055,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_compress_eager,8,7.681,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_compress_eager,8,7.548,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_compress_eager,16,15.702,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_compress_eager,16,15.486,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_compress_eager,32,31.814,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,amortized,l1_compress_eager,32,31.973,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,amortized,l1_compress_eager,64,65.554,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,amortized,l1_compress_eager,64,65.158,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,isolated,l1_compress_eager,1,3.033,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_compress_eager,1,3.028,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_compress_eager,2,3.897,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_compress_eager,2,3.975,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_compress_eager,4,5.681,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_compress_eager,4,5.602,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_compress_eager,8,9.794,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_compress_eager,8,9.523,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_compress_eager,16,18.109,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_compress_eager,16,17.864,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_compress_eager,32,34.617,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,isolated,l1_compress_eager,32,35.432,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,isolated,l1_compress_eager,64,70.137,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,isolated,l1_compress_eager,64,70.881,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,amortized,l1_dense,1,5.188,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_dense,1,5.186,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_dense,2,5.349,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_dense,2,5.331,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_dense,4,10.093,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_dense,4,10.124,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_dense,8,15.577,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_dense,8,15.538,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_dense,16,31.149,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_dense,16,31.324,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_dense,32,59.654,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,amortized,l1_dense,32,60.088,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,amortized,l1_dense,64,121.485,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,amortized,l1_dense,64,122.576,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,isolated,l1_dense,1,5.187,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_dense,1,5.158,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_dense,2,5.425,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_dense,2,5.354,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_dense,4,10.06,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_dense,4,10.149,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_dense,8,15.693,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_dense,8,15.614,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_dense,16,31.397,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_dense,16,31.295,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_dense,32,59.839,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,isolated,l1_dense,32,59.674,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,isolated,l1_dense,64,122.511,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,isolated,l1_dense,64,122.443,20260816-202756_perlmutter_0c055e74
layer1,W16,fast,,l1_fast,1,3.957,20260816-163504_perlmutter_1017d44f
layer1,W16,fast,,l1_fast,2,5.131,20260816-163504_perlmutter_1017d44f
layer1,W16,fast,,l1_fast,4,6.275,20260816-163504_perlmutter_1017d44f
layer1,W16,fast,,l1_fast,8,11.108,20260816-163504_perlmutter_1017d44f
layer1,W16,fast,,l1_fast,16,21.027,20260816-163504_perlmutter_1017d44f
layer1,W16,fast,,l1_fast,32,42.416,20260816-163640_perlmutter_67ca45dd
layer1,W16,fwd,amortized,l1_hier,1,1.642,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_hier,1,1.603,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_hier,2,2.383,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_hier,2,2.354,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_hier,4,3.92,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_hier,4,3.818,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_hier,8,7.423,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_hier,8,7.499,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_hier,16,14.4,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_hier,16,14.749,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_hier,32,29.945,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,amortized,l1_hier,32,29.963,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,amortized,l1_hier,64,61.527,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,amortized,l1_hier,64,61.572,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,isolated,l1_hier,1,1.952,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_hier,1,1.934,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_hier,2,2.659,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_hier,2,2.543,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_hier,4,4.249,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_hier,4,4.131,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_hier,8,7.73,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_hier,8,7.668,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_hier,16,14.632,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_hier,16,14.336,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_hier,32,29.417,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,isolated,l1_hier,32,29.322,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,isolated,l1_hier,64,61.347,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,isolated,l1_hier,64,61.242,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,amortized,l1_hier_eager,1,2.46,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_hier_eager,1,1.628,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_hier_eager,2,2.41,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_hier_eager,2,2.346,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_hier_eager,4,4.285,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_hier_eager,4,4.037,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_hier_eager,8,7.581,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_hier_eager,8,8.026,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_hier_eager,16,15.547,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,amortized,l1_hier_eager,16,15.526,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,amortized,l1_hier_eager,32,33.187,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,amortized,l1_hier_eager,32,32.989,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,amortized,l1_hier_eager,64,67.243,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,amortized,l1_hier_eager,64,66.831,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,isolated,l1_hier_eager,1,1.946,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_hier_eager,1,2.756,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_hier_eager,2,2.68,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_hier_eager,2,2.77,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_hier_eager,4,4.439,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_hier_eager,4,4.361,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_hier_eager,8,7.912,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_hier_eager,8,7.866,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_hier_eager,16,15.865,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,isolated,l1_hier_eager,16,16.071,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,isolated,l1_hier_eager,32,32.879,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,isolated,l1_hier_eager,32,32.073,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,isolated,l1_hier_eager,64,67.987,20260816-202145_perlmutter_9725d5e0
layer1,W16,rev,isolated,l1_hier_eager,64,68.326,20260816-202756_perlmutter_0c055e74
layer1,W16,fwd,,torch_unfused,1,2.864,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,,torch_unfused,1,2.856,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,,torch_unfused,2,3.998,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,,torch_unfused,2,3.992,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,,torch_unfused,4,6.617,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,,torch_unfused,4,6.562,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,,torch_unfused,8,11.911,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,,torch_unfused,8,11.84,20260816-195745_perlmutter_a13c43be
layer1,W16,fwd,,torch_unfused,16,22.326,20260816-194234_perlmutter_96f807d1
layer1,W16,rev,,torch_unfused,16,22.28,20260816-195745_perlmutter_a13c43be
layer1,W8,fwd,amortized,l1_compress,1,1.294,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_compress,1,1.288,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_compress,2,1.853,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_compress,2,1.853,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_compress,4,3.162,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_compress,4,3.042,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_compress,8,5.686,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_compress,8,5.707,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_compress,16,11.484,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_compress,16,11.438,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_compress,32,23.477,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,amortized,l1_compress,32,23.351,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,amortized,l1_compress,64,49.652,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,amortized,l1_compress,64,50.086,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,isolated,l1_compress,1,2.776,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_compress,1,2.79,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_compress,2,3.459,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_compress,2,3.383,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_compress,4,4.592,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_compress,4,4.556,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_compress,8,7.471,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_compress,8,7.474,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_compress,16,13.61,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_compress,16,13.49,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_compress,32,25.939,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,isolated,l1_compress,32,26.443,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,isolated,l1_compress,64,53.477,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,isolated,l1_compress,64,53.905,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,amortized,l1_compress_eager,1,1.331,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_compress_eager,1,1.344,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_compress_eager,2,1.961,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_compress_eager,2,1.971,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_compress_eager,4,3.275,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_compress_eager,4,3.279,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_compress_eager,8,6.364,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_compress_eager,8,6.224,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_compress_eager,16,12.462,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_compress_eager,16,12.706,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_compress_eager,32,25.748,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,amortized,l1_compress_eager,32,25.732,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,amortized,l1_compress_eager,64,54.771,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,amortized,l1_compress_eager,64,53.657,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,isolated,l1_compress_eager,1,2.837,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_compress_eager,1,2.83,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_compress_eager,2,3.474,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_compress_eager,2,3.473,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_compress_eager,4,4.837,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_compress_eager,4,4.791,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_compress_eager,8,8.086,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_compress_eager,8,8.137,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_compress_eager,16,14.991,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_compress_eager,16,14.831,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_compress_eager,32,28.835,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,isolated,l1_compress_eager,32,29.071,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,isolated,l1_compress_eager,64,57.893,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,isolated,l1_compress_eager,64,57.933,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,amortized,l1_dense,1,3.624,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_dense,1,3.619,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_dense,2,3.937,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_dense,2,4.071,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_dense,4,7.11,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_dense,4,6.991,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_dense,8,11.178,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_dense,8,11.178,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_dense,16,22.775,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_dense,16,22.701,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_dense,32,43.154,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,amortized,l1_dense,32,43.017,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,amortized,l1_dense,64,89.616,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,amortized,l1_dense,64,89.461,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,isolated,l1_dense,1,3.626,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_dense,1,3.649,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_dense,2,3.927,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_dense,2,3.926,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_dense,4,7.096,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_dense,4,7.084,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_dense,8,11.071,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_dense,8,11.222,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_dense,16,22.617,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_dense,16,22.639,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_dense,32,43.523,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,isolated,l1_dense,32,42.588,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,isolated,l1_dense,64,89.967,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,isolated,l1_dense,64,90.841,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,amortized,l1_hier,1,1.303,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_hier,1,1.283,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_hier,2,1.871,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_hier,2,1.922,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_hier,4,3.137,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_hier,4,3.047,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_hier,8,5.673,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_hier,8,5.741,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_hier,16,11.636,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,amortized,l1_hier,16,11.617,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,amortized,l1_hier,32,23.993,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,amortized,l1_hier,32,23.139,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,amortized,l1_hier,64,49.695,20260816-185918_perlmutter_6b483f8a
layer1,W8,rev,amortized,l1_hier,64,48.197,20260816-192706_perlmutter_c9915348
layer1,W8,fwd,isolated,l1_hier,1,1.601,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_hier,1,1.591,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_hier,2,2.201,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_hier,2,2.189,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_hier,4,3.469,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_hier,4,3.368,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_hier,8,5.997,20260816-172012_perlmutter_f07c0946
layer1,W8,rev,isolated,l1_hier,8,6.028,20260816-191205_perlmutter_ea44430b
layer1,W8,fwd,isolated,l1_hier,16,11.912,20260816-172012_perlmutter_f07c0946
