run_id,cell_id,variant,budget,status,deterministic,total_ms,plan_comm_ms,plan_ms,place_ms,l0_ms,l1_ms,e2e_ms
20260915-175557,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2,1,ok,0,12.611376,0.367456,0.9898560000000001,0.00264,6.715984000000001,4.527215999999999,11.215616
20260915-175557,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,1,ok,0,12.649263999999999,0.626672,1.008464,0.002672,6.761264000000001,4.491744000000001,11.143744
20260915-175557,ours_l01_s1_pv2_r2_pv3c_eps05_rg_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05_rg,1,ok,0,12.409488,0.32704,0.8946080000000001,0.002656,6.763456,4.436351999999999,11.15992
20260915-175557,ours_l01_s1_pv2_r2_dwire_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire,1,ok,0,6.946912,0.3504,1.415984,0.002672,3.225072,2.270432,5.4338239999999995
20260915-175557,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,1,ok,0,6.82832,0.28944000000000003,1.590752,0.002656,3.2830719999999998,2.230576,5.466240000000001
20260915-175557,ours_l01_s1_pv2_r2_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2,4,ok,0,15.415935999999999,0.43392,1.2014399999999998,0.002656,7.895887999999999,5.997392,13.84808
20260915-175557,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,4,ok,0,15.174992,0.32272,1.080912,0.00264,7.748064,5.903536,13.631872000000001
20260915-175557,ours_l01_s1_pv2_r2_pv3c_eps05_rg_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05_rg,4,ok,0,15.221744000000001,0.49328,1.320656,0.002656,7.76024,5.948416,13.637216
20260915-175557,ours_l01_s1_pv2_r2_dwire_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2_dwire,4,ok,0,15.972896,0.284992,1.596352,0.002656,7.89224,6.23656,13.968784
20260915-175557,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,4,ok,0,15.315328000000001,0.3236,1.5557919999999998,0.002704,7.84448,6.234112,13.70176
