run_id,cell_id,variant,budget,status,deterministic,total_ms,plan_comm_ms,plan_ms,place_ms,l0_ms,l1_ms,e2e_ms
20260915-054236,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,ours_l01_s1_pv2_r2,4,ok,0,4.75304,0.1616,0.797712,0.013392000000000001,1.778,2.030208,3.757408
20260915-054236,ours_l01_s1_pv2_r2_pv3c_trace-a2e8ab_b4_k8_isolated,ours_l01_s1_pv2_r2_pv3c,4,ok,0,4.774256,0.15824,0.689568,0.003648,1.80544,2.112864,3.899584
20260915-054236,ours_l01_s1_pv2_r2_pv3c_eps025_trace-a2e8ab_b4_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps025,4,ok,0,4.633776,0.17415999999999998,0.732656,0.004784,1.794816,1.984256,3.765904
20260915-054236,ours_l01_s1_pv2_r2_pv3c_eps05_trace-a2e8ab_b4_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,4,ok,0,4.662336,0.142208,0.741392,0.010239999999999999,1.7640159999999998,2.037824,3.781008
20260915-054236,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,ours_l01_s1_pv2_r2,16,ok,0,12.123088,0.328352,0.988064,0.00264,4.896288,5.87656,10.892672000000001
20260915-054236,ours_l01_s1_pv2_r2_pv3c_trace-a2e8ab_b16_k8_isolated,ours_l01_s1_pv2_r2_pv3c,16,ok,0,12.368496,0.162464,0.8912,0.002368,5.3224800000000005,6.053408,11.349792
20260915-054236,ours_l01_s1_pv2_r2_pv3c_eps025_trace-a2e8ab_b16_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps025,16,ok,0,12.071728,0.154096,1.056224,0.002464,5.046672,5.7343519999999994,10.935808
20260915-054236,ours_l01_s1_pv2_r2_pv3c_eps05_trace-a2e8ab_b16_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,16,ok,0,12.274976,0.48382400000000003,0.948544,0.00256,4.9266559999999995,5.846080000000001,10.825744
20260915-054236,ours_l01_s1_pv2_r2_trace-a2e8ab_b64_k8_isolated,ours_l01_s1_pv2_r2,64,ok,0,41.384048500000006,0.543792,2.609824,0.002592,16.789983999999997,21.2870725,38.507759
20260915-054236,ours_l01_s1_pv2_r2_pv3c_trace-a2e8ab_b64_k8_isolated,ours_l01_s1_pv2_r2_pv3c,64,ok,0,43.2100945,0.52312,2.73248,0.002464,17.870400500000002,22.3563365,40.1757605
20260915-054236,ours_l01_s1_pv2_r2_pv3c_eps025_trace-a2e8ab_b64_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps025,64,ok,0,41.1673275,0.259376,2.632832,0.002528,17.697584,20.890479999999997,38.357727
20260915-054236,ours_l01_s1_pv2_r2_pv3c_eps05_trace-a2e8ab_b64_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,64,ok,0,41.385536,0.55912,2.79936,0.002624,16.639184,21.535969,38.435680500000004
