run_id,cell_id,variant,budget,status,deterministic,total_ms,plan_comm_ms,plan_ms,place_ms,l0_ms,l1_ms,e2e_ms
20260915-062223,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire,1,ok,0,4.89784,0.13928000000000001,1.3140640000000001,0.010848,1.954432,1.601872,3.4868639999999997
20260915-062223,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-a2e8ab_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,1,ok,0,4.7667839999999995,0.153856,1.2448320000000002,0.00256,1.902864,1.576432,3.4265600000000003
20260915-062223,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b1_k8_isolated,ours_l01_s2_swap_force_p2p_r2,1,ok,0,3.892192,0.14216,0.8164,0.688032,1.194288,1.129136,2.28152
20260915-062223,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025_trace-a2e8ab_b1_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025,1,ok,0,3.72752,0.155296,0.65072,0.671312,1.152224,1.131344,2.270688
20260915-062223,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b4_k8_isolated,ours_l01_s1_pv2_r2_dwire,4,ok,0,10.440448,0.152256,1.335488,0.0034720000000000003,4.680576,4.456992,8.999056
20260915-062223,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-a2e8ab_b4_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,4,ok,0,10.420704,0.155696,1.291168,0.002576,4.685328,4.496912,8.996336
20260915-062223,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b4_k8_isolated,ours_l01_s2_swap_force_p2p_r2,4,ok,0,5.4887999999999995,0.151904,0.916928,0.696976,1.739072,2.0490399999999998,3.7847679999999997
20260915-062223,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025_trace-a2e8ab_b4_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025,4,ok,0,5.339888,0.152112,0.773136,0.684384,1.768896,1.9957280000000002,3.774208
20260915-062223,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b16_k8_isolated,ours_l01_s1_pv2_r2_dwire,16,ok,0,33.892305500000006,0.165568,1.6382240000000001,0.002576,16.5768165,16.281376,32.146816
20260915-062223,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-a2e8ab_b16_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,16,ok,0,35.3741435,0.497216,1.600704,0.002528,16.794368,17.030319,33.245264
20260915-062223,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b16_k8_isolated,ours_l01_s2_swap_force_p2p_r2,16,ok,0,12.776256,0.153136,1.08552,0.682272,4.993808,5.785375999999999,10.783616
20260915-062223,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025_trace-a2e8ab_b16_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025,16,ok,0,12.665199999999999,0.165696,1.0267680000000001,0.691872,5.115952,5.55576,10.892544000000001
