model,variant,budget,topic,status,total_ms,e2e_ms
Kimi-K2,ours_l01_s2_swap_force_p2p_r2,64,high_school_world_hi,ok,49.947,46.395
Kimi-K2,ours_l01_s2_swap_force_p2p_r2,64,philosophy,ok,50.242,47.137
Kimi-K2,ours_l01_s2_swap_force_p2p_r2,64,professional_law,ok,52.388,49.163
Qwen3-235B,l01_allgather_dense,1,college_mathematics,ok,4.218,3.821
Qwen3-235B,l01_allgather_dense,1,college_mathematics,ok,4.566,4.138
Qwen3-235B,l01_allgather_dense,1,execution,ok,4.809,4.106
Qwen3-235B,l01_allgather_dense,1,high_school_world_hi,ok,4.42,4.012
Qwen3-235B,l01_allgather_dense,1,high_school_world_hi,ok,4.548,4.001
Qwen3-235B,l01_allgather_dense,1,philosophy,ok,4.403,4.014
Qwen3-235B,l01_allgather_dense,2,college_mathematics,ok,4.684,4.248
Qwen3-235B,l01_allgather_dense,2,college_mathematics,ok,5.187,4.736
Qwen3-235B,l01_allgather_dense,2,execution,ok,4.887,4.473
Qwen3-235B,l01_allgather_dense,2,high_school_world_hi,ok,4.91,4.476
Qwen3-235B,l01_allgather_dense,2,high_school_world_hi,ok,4.733,4.298
Qwen3-235B,l01_allgather_dense,2,philosophy,ok,4.966,4.526
Qwen3-235B,l01_allgather_dense,4,college_mathematics,ok,5.506,5.069
Qwen3-235B,l01_allgather_dense,4,college_mathematics,ok,6.128,5.634
Qwen3-235B,l01_allgather_dense,4,execution,ok,6.006,5.486
Qwen3-235B,l01_allgather_dense,4,high_school_world_hi,ok,6.142,5.42
Qwen3-235B,l01_allgather_dense,4,high_school_world_hi,ok,5.656,5.215
Qwen3-235B,l01_allgather_dense,4,philosophy,ok,5.916,5.46
Qwen3-235B,l01_allgather_dense,8,college_mathematics,ok,8.145,7.512
Qwen3-235B,l01_allgather_dense,8,college_mathematics,ok,8.734,8.163
Qwen3-235B,l01_allgather_dense,8,execution,ok,8.777,8.233
Qwen3-235B,l01_allgather_dense,8,high_school_world_hi,ok,8.497,7.748
Qwen3-235B,l01_allgather_dense,8,high_school_world_hi,ok,8.293,7.753
Qwen3-235B,l01_allgather_dense,8,philosophy,ok,8.75,8.13
Qwen3-235B,l01_allgather_dense,16,college_mathematics,ok,14.35,13.417
Qwen3-235B,l01_allgather_dense,16,college_mathematics,ok,15.761,14.772
Qwen3-235B,l01_allgather_dense,16,execution,ok,15.455,14.706
Qwen3-235B,l01_allgather_dense,16,high_school_world_hi,ok,14.499,13.772
Qwen3-235B,l01_allgather_dense,16,high_school_world_hi,ok,14.383,13.752
Qwen3-235B,l01_allgather_dense,16,philosophy,ok,15.467,14.521
Qwen3-235B,l01_allgather_dense,32,college_mathematics,ok,26.198,25.243
Qwen3-235B,l01_allgather_dense,32,college_mathematics,ok,28.794,27.864
Qwen3-235B,l01_allgather_dense,32,execution,ok,27.988,26.907
Qwen3-235B,l01_allgather_dense,32,high_school_world_hi,ok,27.434,26.478
Qwen3-235B,l01_allgather_dense,32,high_school_world_hi,ok,26.729,25.857
Qwen3-235B,l01_allgather_dense,32,philosophy,ok,27.932,26.936
Qwen3-235B,l01_allgather_dense,64,college_mathematics,ok,50.754,49.096
Qwen3-235B,l01_allgather_dense,64,college_mathematics,ok,54.161,52.791
Qwen3-235B,l01_allgather_dense,64,execution,ok,52.608,51.457
Qwen3-235B,l01_allgather_dense,64,high_school_world_hi,ok,51.694,50.285
Qwen3-235B,l01_allgather_dense,64,high_school_world_hi,ok,50.007,48.626
Qwen3-235B,l01_allgather_dense,64,philosophy,ok,53.081,51.66
Qwen3-235B,l01_slipstream,1,college_mathematics,ok,3.074,2.433
Qwen3-235B,l01_slipstream,1,college_mathematics,ok,3.104,2.475
Qwen3-235B,l01_slipstream,1,execution,ok,3.045,2.42
Qwen3-235B,l01_slipstream,1,high_school_world_hi,ok,3.049,2.423
Qwen3-235B,l01_slipstream,1,high_school_world_hi,ok,3.002,2.366
Qwen3-235B,l01_slipstream,1,philosophy,ok,3.068,2.412
Qwen3-235B,l01_slipstream,2,college_mathematics,ok,3.688,3.012
Qwen3-235B,l01_slipstream,2,college_mathematics,ok,3.732,3.05
Qwen3-235B,l01_slipstream,2,execution,ok,3.674,3.005
Qwen3-235B,l01_slipstream,2,high_school_world_hi,ok,3.648,2.991
Qwen3-235B,l01_slipstream,2,high_school_world_hi,ok,3.719,2.989
Qwen3-235B,l01_slipstream,2,philosophy,ok,3.842,2.996
Qwen3-235B,l01_slipstream,4,college_mathematics,ok,5.084,4.364
Qwen3-235B,l01_slipstream,4,college_mathematics,ok,5.135,4.414
Qwen3-235B,l01_slipstream,4,execution,ok,5.39,4.594
Qwen3-235B,l01_slipstream,4,high_school_world_hi,ok,5.14,4.411
Qwen3-235B,l01_slipstream,4,high_school_world_hi,ok,5.066,4.349
Qwen3-235B,l01_slipstream,4,philosophy,ok,5.361,4.356
Qwen3-235B,l01_slipstream,8,college_mathematics,ok,8.568,7.598
Qwen3-235B,l01_slipstream,8,college_mathematics,ok,8.515,7.602
Qwen3-235B,l01_slipstream,8,execution,ok,8.39,7.537
Qwen3-235B,l01_slipstream,8,high_school_world_hi,ok,8.499,7.301
Qwen3-235B,l01_slipstream,8,high_school_world_hi,ok,7.965,7.099
Qwen3-235B,l01_slipstream,8,philosophy,ok,8.719,7.555
Qwen3-235B,l01_slipstream,16,college_mathematics,ok,15.344,13.973
Qwen3-235B,l01_slipstream,16,college_mathematics,ok,15.739,14.413
Qwen3-235B,l01_slipstream,16,execution,ok,15.866,14.765
Qwen3-235B,l01_slipstream,16,high_school_world_hi,ok,14.724,13.581
Qwen3-235B,l01_slipstream,16,high_school_world_hi,ok,15.006,13.995
Qwen3-235B,l01_slipstream,16,philosophy,ok,14.777,13.581
Qwen3-235B,l01_slipstream,32,college_mathematics,ok,28.32,26.419
Qwen3-235B,l01_slipstream,32,college_mathematics,ok,28.265,26.516
Qwen3-235B,l01_slipstream,32,execution,ok,29.519,27.677
Qwen3-235B,l01_slipstream,32,high_school_world_hi,ok,27.535,26.046
Qwen3-235B,l01_slipstream,32,high_school_world_hi,ok,27.545,25.764
Qwen3-235B,l01_slipstream,32,philosophy,ok,28.351,26.433
Qwen3-235B,l01_slipstream,64,college_mathematics,ok,53.545,51.222
Qwen3-235B,l01_slipstream,64,college_mathematics,ok,55.859,53.332
Qwen3-235B,l01_slipstream,64,execution,ok,56.309,54.088
Qwen3-235B,l01_slipstream,64,high_school_world_hi,ok,54.131,51.8
Qwen3-235B,l01_slipstream,64,high_school_world_hi,ok,52.195,49.798
Qwen3-235B,l01_slipstream,64,philosophy,ok,52.737,50.074
Qwen3-235B,llc_l01_s1_pv2,1,college_mathematics,ok,5.235,4.12
Qwen3-235B,llc_l01_s1_pv2,1,college_mathematics,ok,5.268,4.114
Qwen3-235B,llc_l01_s1_pv2,1,execution,ok,5.373,4.249
Qwen3-235B,llc_l01_s1_pv2,1,high_school_world_hi,ok,5.296,4.149
Qwen3-235B,llc_l01_s1_pv2,1,high_school_world_hi,ok,5.348,4.207
Qwen3-235B,llc_l01_s1_pv2,1,philosophy,ok,5.284,4.134
Qwen3-235B,llc_l01_s1_pv2,2,college_mathematics,ok,5.834,4.695
Qwen3-235B,llc_l01_s1_pv2,2,college_mathematics,ok,6.087,4.854
Qwen3-235B,llc_l01_s1_pv2,2,execution,ok,6.238,5.0
Qwen3-235B,llc_l01_s1_pv2,2,high_school_world_hi,ok,5.985,4.766
Qwen3-235B,llc_l01_s1_pv2,2,high_school_world_hi,ok,6.144,4.877
Qwen3-235B,llc_l01_s1_pv2,2,philosophy,ok,5.945,4.776
Qwen3-235B,llc_l01_s1_pv2,4,college_mathematics,ok,7.929,6.436
Qwen3-235B,llc_l01_s1_pv2,4,college_mathematics,ok,7.919,6.642
Qwen3-235B,llc_l01_s1_pv2,4,execution,ok,8.197,6.911
Qwen3-235B,llc_l01_s1_pv2,4,high_school_world_hi,ok,7.723,6.433
Qwen3-235B,llc_l01_s1_pv2,4,high_school_world_hi,ok,7.995,6.686
Qwen3-235B,llc_l01_s1_pv2,4,philosophy,ok,7.92,6.436
Qwen3-235B,llc_l01_s1_pv2,8,college_mathematics,ok,11.232,9.809
Qwen3-235B,llc_l01_s1_pv2,8,college_mathematics,ok,12.23,10.594
Qwen3-235B,llc_l01_s1_pv2,8,execution,ok,12.744,10.991
Qwen3-235B,llc_l01_s1_pv2,8,high_school_world_hi,ok,11.387,9.811
Qwen3-235B,llc_l01_s1_pv2,8,high_school_world_hi,ok,11.627,10.186
Qwen3-235B,llc_l01_s1_pv2,8,philosophy,ok,11.538,10.116
Qwen3-235B,llc_l01_s1_pv2,16,college_mathematics,ok,18.095,16.411
Qwen3-235B,llc_l01_s1_pv2,16,college_mathematics,ok,19.87,18.244
Qwen3-235B,llc_l01_s1_pv2,16,execution,ok,21.096,19.205
Qwen3-235B,llc_l01_s1_pv2,16,high_school_world_hi,ok,18.324,16.711
Qwen3-235B,llc_l01_s1_pv2,16,high_school_world_hi,ok,19.686,17.878
Qwen3-235B,llc_l01_s1_pv2,16,philosophy,ok,18.763,17.108
Qwen3-235B,llc_l01_s1_pv2,32,college_mathematics,ok,33.446,31.143
Qwen3-235B,llc_l01_s1_pv2,32,college_mathematics,ok,36.74,34.622
Qwen3-235B,llc_l01_s1_pv2,32,execution,ok,38.883,36.673
Qwen3-235B,llc_l01_s1_pv2,32,high_school_world_hi,ok,34.314,31.961
Qwen3-235B,llc_l01_s1_pv2,32,high_school_world_hi,ok,35.649,33.43
Qwen3-235B,llc_l01_s1_pv2,32,philosophy,ok,33.96,31.846
Qwen3-235B,llc_l01_s1_pv2,64,college_mathematics,ok,62.802,60.025
Qwen3-235B,llc_l01_s1_pv2,64,college_mathematics,ok,71.112,68.196
Qwen3-235B,llc_l01_s1_pv2,64,execution,ok,75.557,72.787
Qwen3-235B,llc_l01_s1_pv2,64,high_school_world_hi,ok,65.726,62.794
Qwen3-235B,llc_l01_s1_pv2,64,high_school_world_hi,ok,68.362,65.237
Qwen3-235B,llc_l01_s1_pv2,64,philosophy,ok,64.83,62.019
Qwen3-235B,moonep_l01_nvshmem_getmem,1,college_mathematics,ok,9.368,
Qwen3-235B,moonep_l01_nvshmem_getmem,1,college_mathematics,ok,9.675,
Qwen3-235B,moonep_l01_nvshmem_getmem,1,execution,ok,12.446,
Qwen3-235B,moonep_l01_nvshmem_getmem,1,high_school_world_hi,ok,10.49,
Qwen3-235B,moonep_l01_nvshmem_getmem,1,high_school_world_hi,ok,10.487,
Qwen3-235B,moonep_l01_nvshmem_getmem,1,philosophy,ok,9.597,
Qwen3-235B,moonep_l01_nvshmem_getmem,2,college_mathematics,ok,10.457,
Qwen3-235B,moonep_l01_nvshmem_getmem,2,college_mathematics,ok,11.306,
Qwen3-235B,moonep_l01_nvshmem_getmem,2,execution,ok,11.09,
Qwen3-235B,moonep_l01_nvshmem_getmem,2,high_school_world_hi,ok,10.721,
Qwen3-235B,moonep_l01_nvshmem_getmem,2,high_school_world_hi,ok,10.11,
Qwen3-235B,moonep_l01_nvshmem_getmem,2,philosophy,ok,10.38,
Qwen3-235B,moonep_l01_nvshmem_getmem,4,college_mathematics,ok,13.892,
Qwen3-235B,moonep_l01_nvshmem_getmem,4,college_mathematics,ok,14.721,
Qwen3-235B,moonep_l01_nvshmem_getmem,4,execution,ok,15.472,
Qwen3-235B,moonep_l01_nvshmem_getmem,4,high_school_world_hi,ok,15.408,
Qwen3-235B,moonep_l01_nvshmem_getmem,4,high_school_world_hi,ok,13.097,
Qwen3-235B,moonep_l01_nvshmem_getmem,4,philosophy,ok,14.835,
Qwen3-235B,moonep_l01_nvshmem_getmem,8,college_mathematics,ok,21.604,
Qwen3-235B,moonep_l01_nvshmem_getmem,8,college_mathematics,ok,23.484,
Qwen3-235B,moonep_l01_nvshmem_getmem,8,execution,ok,21.763,
Qwen3-235B,moonep_l01_nvshmem_getmem,8,high_school_world_hi,ok,21.214,
Qwen3-235B,moonep_l01_nvshmem_getmem,8,high_school_world_hi,ok,22.179,
Qwen3-235B,moonep_l01_nvshmem_getmem,8,philosophy,ok,21.319,
Qwen3-235B,moonep_l01_nvshmem_getmem,16,college_mathematics,ok,32.739,
Qwen3-235B,moonep_l01_nvshmem_getmem,16,college_mathematics,ok,36.638,
Qwen3-235B,moonep_l01_nvshmem_getmem,16,execution,ok,32.588,
Qwen3-235B,moonep_l01_nvshmem_getmem,16,high_school_world_hi,ok,36.625,
Qwen3-235B,moonep_l01_nvshmem_getmem,16,high_school_world_hi,ok,35.008,
Qwen3-235B,moonep_l01_nvshmem_getmem,16,philosophy,ok,35.184,
Qwen3-235B,moonep_l01_nvshmem_getmem,32,college_mathematics,ok,63.77,
Qwen3-235B,moonep_l01_nvshmem_getmem,32,college_mathematics,ok,65.001,
Qwen3-235B,moonep_l01_nvshmem_getmem,32,execution,ok,63.195,
Qwen3-235B,moonep_l01_nvshmem_getmem,32,high_school_world_hi,ok,65.499,
Qwen3-235B,moonep_l01_nvshmem_getmem,32,high_school_world_hi,ok,66.373,
Qwen3-235B,moonep_l01_nvshmem_getmem,32,philosophy,ok,62.67,
Qwen3-235B,moonep_l01_nvshmem_getmem,64,college_mathematics,ok,124.374,
Qwen3-235B,moonep_l01_nvshmem_getmem,64,college_mathematics,ok,126.061,
Qwen3-235B,moonep_l01_nvshmem_getmem,64,execution,ok,115.439,
Qwen3-235B,moonep_l01_nvshmem_getmem,64,high_school_world_hi,ok,125.037,
Qwen3-235B,moonep_l01_nvshmem_getmem,64,high_school_world_hi,ok,126.578,
Qwen3-235B,moonep_l01_nvshmem_getmem,64,philosophy,ok,124.983,
Qwen3-235B,ours_l01_s1_pv2_r2,1,college_mathematics,ok,3.035,2.29
Qwen3-235B,ours_l01_s1_pv2_r2,1,college_mathematics,ok,3.073,2.3
Qwen3-235B,ours_l01_s1_pv2_r2,1,execution,ok,3.315,2.509
Qwen3-235B,ours_l01_s1_pv2_r2,1,high_school_world_hi,ok,3.029,2.25
Qwen3-235B,ours_l01_s1_pv2_r2,1,high_school_world_hi,ok,3.146,2.278
Qwen3-235B,ours_l01_s1_pv2_r2,1,philosophy,ok,3.023,2.254
Qwen3-235B,ours_l01_s1_pv2_r2,2,college_mathematics,ok,3.527,2.731
Qwen3-235B,ours_l01_s1_pv2_r2,2,college_mathematics,ok,3.619,2.765
Qwen3-235B,ours_l01_s1_pv2_r2,2,execution,ok,3.733,2.919
Qwen3-235B,ours_l01_s1_pv2_r2,2,high_school_world_hi,ok,3.647,2.71
Qwen3-235B,ours_l01_s1_pv2_r2,2,high_school_world_hi,ok,3.626,2.787
Qwen3-235B,ours_l01_s1_pv2_r2,2,philosophy,ok,3.837,2.744
Qwen3-235B,ours_l01_s1_pv2_r2,4,college_mathematics,ok,4.569,3.628
Qwen3-235B,ours_l01_s1_pv2_r2,4,college_mathematics,ok,4.752,3.756
Qwen3-235B,ours_l01_s1_pv2_r2,4,execution,ok,4.866,3.973
Qwen3-235B,ours_l01_s1_pv2_r2,4,high_school_world_hi,ok,4.661,3.767
Qwen3-235B,ours_l01_s1_pv2_r2,4,high_school_world_hi,ok,4.749,3.852
Qwen3-235B,ours_l01_s1_pv2_r2,4,philosophy,ok,4.906,3.923
Qwen3-235B,ours_l01_s1_pv2_r2,8,college_mathematics,ok,7.08,5.931
Qwen3-235B,ours_l01_s1_pv2_r2,8,college_mathematics,ok,7.04,6.044
Qwen3-235B,ours_l01_s1_pv2_r2,8,execution,ok,7.7,6.712
Qwen3-235B,ours_l01_s1_pv2_r2,8,high_school_world_hi,ok,7.351,6.222
Qwen3-235B,ours_l01_s1_pv2_r2,8,high_school_world_hi,ok,7.531,6.352
Qwen3-235B,ours_l01_s1_pv2_r2,8,philosophy,ok,7.235,6.284
Qwen3-235B,ours_l01_s1_pv2_r2,16,college_mathematics,ok,12.139,10.819
Qwen3-235B,ours_l01_s1_pv2_r2,16,college_mathematics,ok,12.16,10.906
Qwen3-235B,ours_l01_s1_pv2_r2,16,execution,ok,13.103,11.762
Qwen3-235B,ours_l01_s1_pv2_r2,16,high_school_world_hi,ok,12.196,11.134
Qwen3-235B,ours_l01_s1_pv2_r2,16,high_school_world_hi,ok,12.563,11.309
Qwen3-235B,ours_l01_s1_pv2_r2,16,philosophy,ok,12.997,11.74
Qwen3-235B,ours_l01_s1_pv2_r2,32,college_mathematics,ok,21.609,19.655
Qwen3-235B,ours_l01_s1_pv2_r2,32,college_mathematics,ok,22.139,20.087
Qwen3-235B,ours_l01_s1_pv2_r2,32,execution,ok,24.611,22.393
Qwen3-235B,ours_l01_s1_pv2_r2,32,high_school_world_hi,ok,23.308,21.119
Qwen3-235B,ours_l01_s1_pv2_r2,32,high_school_world_hi,ok,23.614,21.525
Qwen3-235B,ours_l01_s1_pv2_r2,32,philosophy,ok,23.758,21.508
Qwen3-235B,ours_l01_s1_pv2_r2,64,college_mathematics,ok,40.065,37.161
Qwen3-235B,ours_l01_s1_pv2_r2,64,college_mathematics,ok,41.508,38.699
Qwen3-235B,ours_l01_s1_pv2_r2,64,execution,ok,46.446,43.566
Qwen3-235B,ours_l01_s1_pv2_r2,64,high_school_world_hi,ok,44.364,41.328
Qwen3-235B,ours_l01_s1_pv2_r2,64,high_school_world_hi,ok,46.684,43.603
Qwen3-235B,ours_l01_s1_pv2_r2,64,philosophy,ok,45.094,42.183
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,1,college_mathematics,ok,4.157,2.239
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,1,college_mathematics,ok,3.799,2.25
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,1,execution,ok,3.895,2.291
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,1,high_school_world_hi,ok,4.125,2.216
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,1,high_school_world_hi,ok,4.072,2.28
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,1,philosophy,ok,3.854,2.254
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,2,college_mathematics,ok,4.485,2.736
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,2,college_mathematics,ok,4.401,2.745
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,2,execution,ok,4.545,2.89
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,2,high_school_world_hi,ok,4.45,2.713
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,2,high_school_world_hi,ok,4.434,2.778
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,2,philosophy,ok,4.437,2.768
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,4,college_mathematics,ok,5.368,3.739
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,4,college_mathematics,ok,5.524,3.85
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,4,execution,ok,5.656,3.905
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,4,high_school_world_hi,ok,5.546,3.791
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,4,high_school_world_hi,ok,5.566,3.809
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,4,philosophy,ok,5.647,3.873
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,8,college_mathematics,ok,7.57,5.794
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,8,college_mathematics,ok,7.918,6.022
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,8,execution,ok,8.269,6.402
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,8,high_school_world_hi,ok,8.36,6.174
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,8,high_school_world_hi,ok,8.455,6.327
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,8,philosophy,ok,8.329,6.313
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,16,college_mathematics,ok,12.842,10.704
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,16,college_mathematics,ok,13.109,11.038
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,16,execution,ok,13.914,11.85
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,16,high_school_world_hi,ok,13.32,11.343
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,16,high_school_world_hi,ok,13.576,11.157
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,16,philosophy,ok,13.581,11.515
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,32,college_mathematics,ok,22.422,19.355
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,32,college_mathematics,ok,23.198,20.057
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,32,execution,ok,25.36,22.386
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,32,high_school_world_hi,ok,23.959,20.695
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,32,high_school_world_hi,ok,23.802,20.72
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,32,philosophy,ok,23.713,20.756
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,64,college_mathematics,ok,40.425,36.854
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,64,college_mathematics,ok,42.82,39.027
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,64,execution,ok,47.374,43.412
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,64,high_school_world_hi,ok,44.061,39.942
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,64,high_school_world_hi,ok,43.357,39.407
Qwen3-235B,ours_l01_s2_swap_force_p2p_r2,64,philosophy,ok,44.538,40.803
