run_id,cell_id,variant,budget,status,deterministic,total_ms,plan_comm_ms,plan_ms,place_ms,l0_ms,l1_ms,e2e_ms
20260915-184102,ours_l01_s1_pv2_r2_trace-a2e8ab_b1_k8_isolated,ours_l01_s1_pv2_r2,1,ok,0,12.486928,0.512992,1.127776,0.002656,6.63824,4.289744000000001,10.852912
20260915-184102,ours_l01_s1_pv2_r2_pv3c_eps05_trace-a2e8ab_b1_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,1,ok,0,12.32128,0.31512,0.9684159999999999,0.002592,6.697376,4.401888,11.081119999999999
20260915-184102,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b1_k8_isolated,ours_l01_s2_swap_force_p2p_r2,1,ok,0,14.013487999999999,0.4532,1.742256,1.004352,6.755808,4.4212,11.151968
20260915-184102,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-a2e8ab_b1_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,1,ok,0,13.815776,0.7170719999999999,1.649216,0.9630879999999999,6.652736,4.3512319999999995,10.990144
20260915-184102,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire,1,ok,0,6.64816,0.28500800000000004,1.481424,0.002592,3.168688,2.005968,5.060896
20260915-184102,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-a2e8ab_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,1,ok,0,6.733472,0.37072,1.4492319999999999,0.002656,3.111936,2.147824,5.133039999999999
20260915-184102,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-a2e8ab_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,1,ok,0,6.463248,0.271824,1.759376,0.002656,3.1504640000000004,1.9856479999999999,5.044288
20260915-184102,llc_l01_s1_pv2_trace-a2e8ab_b1_k8_isolated,llc_l01_s1_pv2,1,ok,0,15.46152,0.619104,1.39168,0.002624,9.247936,4.2957125000000005,13.471440000000001
20260915-184102,llc_l01_s1_pv2_pv3c_eps05_trace-a2e8ab_b1_k8_isolated,llc_l01_s1_pv2_pv3c_eps05,1,ok,0,15.820784,0.7536160000000001,1.2707039999999998,0.002608,9.4964,4.2900955,13.803024
20260915-184102,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,ours_l01_s1_pv2_r2,4,ok,0,14.399584,0.28992,1.619056,0.002672,7.484256,5.2878240000000005,12.707408000000001
20260915-184102,ours_l01_s1_pv2_r2_pv3c_eps05_trace-a2e8ab_b4_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,4,ok,0,14.788736,0.513856,1.620992,0.00264,7.565632,5.352399999999999,12.977167999999999
20260915-184102,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b4_k8_isolated,ours_l01_s2_swap_force_p2p_r2,4,ok,0,15.9660805,0.7256480000000001,2.445296,0.8494079999999999,7.359168,5.229728,12.597328000000001
