run_id,cell_id,variant,budget,status,deterministic,total_ms,plan_comm_ms,plan_ms,place_ms,l0_ms,l1_ms,e2e_ms
20260915-184102,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-a2e8ab_b4_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,4,ok,0,16.2233765,0.320336,2.177296,0.907552,7.7721599999999995,5.3810400000000005,13.153008
20260915-184102,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b4_k8_isolated,ours_l01_s1_pv2_r2_dwire,4,ok,0,15.9476005,0.32745599999999997,1.96368,0.002656,7.854832,6.231488,13.623488
20260915-184102,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-a2e8ab_b4_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,4,ok,0,15.508911999999999,0.42169599999999996,1.818752,0.002656,7.483856,6.22656,13.340143999999999
20260915-184102,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-a2e8ab_b4_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,4,ok,0,14.771952,0.33940800000000004,1.81432,0.002624,7.087344,5.754832,12.585008
20260915-184102,llc_l01_s1_pv2_trace-a2e8ab_b4_k8_isolated,llc_l01_s1_pv2,4,ok,0,18.3647995,0.7061919999999999,1.648688,0.002672,10.515775999999999,5.89512,16.060608000000002
20260915-184102,llc_l01_s1_pv2_pv3c_eps05_trace-a2e8ab_b4_k8_isolated,llc_l01_s1_pv2_pv3c_eps05,4,ok,0,19.022768,0.972496,1.6071520000000001,0.002656,11.091408000000001,5.9084,17.041759499999998
20260915-184102,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,ours_l01_s1_pv2_r2,16,ok,0,190.588247,0.826512,2.880576,0.002688,12.0784,175.4763525,187.47634000000002
20260915-184102,ours_l01_s1_pv2_r2_pv3c_eps05_trace-a2e8ab_b16_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,16,failed,0,,,,,,,
20260915-184102,ours_l01_s2_swap_force_p2p_r2_trace-a2e8ab_b16_k8_isolated,ours_l01_s2_swap_force_p2p_r2,16,ok,0,27.389279000000002,0.558352,2.9677759999999997,1.086992,11.961376,10.143343999999999,23.447072
20260915-184102,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-a2e8ab_b16_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,16,failed,0,,,,,,,
20260915-184102,ours_l01_s1_pv2_r2_dwire_trace-a2e8ab_b16_k8_isolated,ours_l01_s1_pv2_r2_dwire,16,ok,0,53.810672999999994,0.842416,4.27728,0.002656,27.582384,23.620144,49.4373285
20260915-184102,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-a2e8ab_b16_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,16,failed,0,,,,,,,
20260915-184102,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-a2e8ab_b16_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,16,ok,0,46.954256,0.64288,4.25528,0.00264,23.449248,20.575087500000002,42.809535999999994
20260915-184102,llc_l01_s1_pv2_trace-a2e8ab_b16_k8_isolated,llc_l01_s1_pv2,16,ok,0,34.602335,0.795024,3.201888,0.002656,17.458239499999998,14.5408,31.3722875
20260915-184102,llc_l01_s1_pv2_pv3c_eps05_trace-a2e8ab_b16_k8_isolated,llc_l01_s1_pv2_pv3c_eps05,16,ok,0,34.898016,0.759344,3.072704,0.002656,18.6055365,14.1578875,31.7919045
