run_id,cell_id,variant,budget,status,deterministic,total_ms,plan_comm_ms,plan_ms,place_ms,l0_ms,l1_ms,e2e_ms
20260915-092116,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2,1,ok,0,12.860944,0.384832,1.027552,0.002672,6.885648,4.527744,11.406512
20260915-092116,ours_l01_s1_pv2_r2_pv3c_eps025_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps025,1,ok,0,13.134896000000001,0.49804800000000005,1.249504,0.002656,6.85832,4.478479999999999,11.28736
20260915-092116,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,1,ok,0,13.210992000000001,0.613776,1.3842400000000001,0.002656,6.8932,4.4854400000000005,11.309728
20260915-092116,ours_l01_s2_swap_force_p2p_r2_trace-610042_b1_k8_isolated,ours_l01_s2_swap_force_p2p_r2,1,ok,0,14.675664000000001,0.668848,1.691856,0.947184,6.87,4.571263999999999,11.456752
20260915-092116,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025_trace-610042_b1_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025,1,ok,0,14.110672000000001,0.360144,1.571296,0.949072,6.874464,4.587232,11.414832
20260915-092116,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-610042_b1_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,1,ok,0,14.4216,0.41756799999999994,1.753968,1.16032,6.8782239999999994,4.491744000000001,11.296576
20260915-092116,llc_l01_s1_pv2_trace-610042_b1_k8_isolated,llc_l01_s1_pv2,1,ok,0,15.634576,0.7283999999999999,1.172928,0.00264,9.43272,4.331552,13.763296
20260915-092116,llc_l01_s1_pv2_pv3c_eps025_trace-610042_b1_k8_isolated,llc_l01_s1_pv2_pv3c_eps025,1,ok,0,16.419712,0.472048,1.461024,0.002688,9.822384,4.4738235,14.565024000000001
20260915-092116,llc_l01_s1_pv2_pv3c_eps05_trace-610042_b1_k8_isolated,llc_l01_s1_pv2_pv3c_eps05,1,ok,0,16.8676485,0.45089599999999996,1.4628480000000001,0.002656,9.646560000000001,4.462096,14.78296
20260915-092116,ours_l01_s1_pv2_r2_dwire_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire,1,ok,0,6.780384,0.28193599999999996,1.371184,0.002656,3.349776,2.093648,5.339696
