run_id,cell_id,variant,budget,status,deterministic,total_ms,plan_comm_ms,plan_ms,place_ms,l0_ms,l1_ms,e2e_ms
20260915-092116,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,1,ok,0,6.942576,0.284592,1.427136,0.00264,3.2141599999999997,2.087984,5.214943999999999
20260915-092116,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,1,ok,0,7.030096,0.268992,1.466688,0.002688,3.266496,2.1239359999999996,5.332336
20260915-092116,ours_l01_s1_pv2_r2_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2,4,ok,0,15.568895999999999,0.48062400000000005,1.232416,0.002672,7.944592,5.943872000000001,13.861312000000002
20260915-092116,ours_l01_s1_pv2_r2_pv3c_eps025_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps025,4,ok,0,16.191088,0.438736,1.475568,0.002624,8.05368,6.3792159999999996,14.372816
20260915-092116,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,4,ok,0,15.657392,0.284912,1.469376,0.00272,7.897392,6.042512,13.942096
20260915-092116,ours_l01_s2_swap_force_p2p_r2_trace-610042_b4_k8_isolated,ours_l01_s2_swap_force_p2p_r2,4,ok,0,16.7024155,0.714016,1.804848,0.9448799999999999,7.794352,5.982976000000001,13.726624
20260915-092116,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025_trace-610042_b4_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025,4,ok,0,17.1978245,0.501536,1.739328,1.011104,8.137504,6.194144,14.254352
20260915-092116,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-610042_b4_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,4,ok,0,17.316368,0.46363200000000004,2.021936,0.9572799999999999,8.004416,6.139808,14.114927999999999
20260915-092116,llc_l01_s1_pv2_trace-610042_b4_k8_isolated,llc_l01_s1_pv2,4,ok,0,19.345073,0.45310399999999995,1.757888,0.002672,10.958176,6.191936,17.112863500000003
20260915-092116,llc_l01_s1_pv2_pv3c_eps025_trace-610042_b4_k8_isolated,llc_l01_s1_pv2_pv3c_eps025,4,ok,0,19.571344500000002,0.451952,1.66832,0.002656,11.162112,6.442287,17.378784000000003
20260915-092116,llc_l01_s1_pv2_pv3c_eps05_trace-610042_b4_k8_isolated,llc_l01_s1_pv2_pv3c_eps05,4,ok,0,19.967727500000002,0.6905600000000001,1.7399520000000002,0.002624,11.138528,6.1697115,17.1116
20260915-092116,ours_l01_s1_pv2_r2_dwire_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2_dwire,4,ok,0,16.2709445,0.368672,1.575872,0.002656,8.540432,6.071856,14.125072
20260915-092116,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,4,ok,0,15.868832,0.31475200000000003,1.7457440000000002,0.002688,8.108464000000001,6.058256,13.897936
20260915-092116,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,4,ok,0,16.420049,0.659056,1.858192,0.002672,8.524367999999999,6.222896,14.186176
20260915-092116,ours_l01_s1_pv2_r2_trace-610042_b16_k8_isolated,ours_l01_s1_pv2_r2,16,ok,0,28.5753755,0.58872,1.981744,0.002656,13.629936,12.484576,26.193184000000002
20260915-092116,ours_l01_s1_pv2_r2_pv3c_eps025_trace-610042_b16_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps025,16,ok,0,29.744656499999998,0.660704,2.380112,0.002656,14.080752,13.072336,27.102272
20260915-092116,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b16_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,16,ok,0,29.2355355,0.856,2.2582880000000003,0.002672,14.002352,12.745808,26.4090555
20260915-092116,ours_l01_s2_swap_force_p2p_r2_trace-610042_b16_k8_isolated,ours_l01_s2_swap_force_p2p_r2,16,ok,0,29.6497765,0.629248,2.7350719999999997,1.041456,13.267392000000001,12.193104,25.6254405
20260915-092116,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025_trace-610042_b16_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025,16,ok,0,30.9776,0.656288,2.370352,0.986688,14.509664,13.150383999999999,27.5976325
20260915-092116,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-610042_b16_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,16,ok,0,31.322624500000003,0.668256,2.661696,0.9955999999999999,14.380880000000001,12.789007999999999,27.7642555
20260915-092116,llc_l01_s1_pv2_trace-610042_b16_k8_isolated,llc_l01_s1_pv2,16,ok,0,33.894913,0.785536,2.172352,0.002688,17.956350999999998,14.433776,31.3062075
20260915-092116,llc_l01_s1_pv2_pv3c_eps025_trace-610042_b16_k8_isolated,llc_l01_s1_pv2_pv3c_eps025,16,ok,0,36.056512999999995,0.6496,2.216576,0.002592,19.282159999999998,14.980782999999999,33.302849
20260915-092116,llc_l01_s1_pv2_pv3c_eps05_trace-610042_b16_k8_isolated,llc_l01_s1_pv2_pv3c_eps05,16,ok,0,35.220081500000006,0.746576,2.294912,0.002688,18.566592,14.650239,32.218320500000004
20260915-092116,ours_l01_s1_pv2_r2_dwire_trace-610042_b16_k8_isolated,ours_l01_s1_pv2_r2_dwire,16,ok,0,54.022575,0.718352,2.84736,0.002624,27.9136315,23.0040795,50.451841
20260915-092116,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-610042_b16_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,16,ok,0,50.191425499999994,0.717536,3.667872,0.002672,26.390544,21.557392,46.539537499999994
20260915-092116,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b16_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,16,failed,0,,,,,,,
