run_id,cell_id,variant,budget,status,deterministic,total_ms,plan_comm_ms,plan_ms,place_ms,l0_ms,l1_ms,e2e_ms
20260915-085521,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2,1,ok,0,5.99728,0.200656,0.851936,0.002576,2.746352,2.220816,4.952783999999999
20260915-085521,ours_l01_s1_pv2_r2_pv3c_eps025_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps025,1,ok,0,5.837904,0.189152,0.7882560000000001,0.00264,2.680656,2.205104,4.865328
20260915-085521,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,1,ok,0,6.003424,0.1992,0.83176,0.002656,2.7901759999999998,2.2293760000000002,4.974192
20260915-085521,ours_l01_s1_pv2_r2_dwire_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire,1,ok,0,6.261456,0.189424,1.3087360000000001,0.00264,2.81792,2.0807200000000003,4.849088
20260915-085521,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,1,ok,0,6.0750399999999996,0.22998400000000002,1.3104,0.002576,2.758192,2.0193119999999998,4.725552
20260915-085521,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,1,ok,0,6.190128,0.20716800000000002,1.225488,0.002512,2.76136,2.11168,4.828624
20260915-085807,ours_l01_s1_pv2_r2_trace-610042_b64_k8_isolated,ours_l01_s1_pv2_r2,64,ok,0,63.8707845,0.483264,3.25408,0.002848,28.4422875,32.0769115,60.661152
20260915-085807,ours_l01_s1_pv2_r2_pv3c_eps025_trace-610042_b64_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps025,64,ok,0,64.37217749999999,0.300944,3.3825279999999998,0.002672,29.808048,31.6652645,61.178961
20260915-085807,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b64_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,64,ok,0,61.7782555,0.292,2.907024,0.00264,28.267456,30.167119999999997,58.581007
