run_id,cell_id,variant,budget,status,deterministic,total_ms,plan_comm_ms,plan_ms,place_ms,l0_ms,l1_ms,e2e_ms
20260915-183514,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2,1,ok,0,12.81448,0.46062400000000003,1.013664,0.002656,6.87984,4.66336,11.472384000000002
20260915-183514,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,1,ok,0,12.703056,0.48849600000000004,1.023456,0.00264,6.848319999999999,4.542128,11.331168
20260915-183514,ours_l01_s2_swap_force_p2p_r2_trace-610042_b1_k8_isolated,ours_l01_s2_swap_force_p2p_r2,1,ok,0,14.208672,0.603296,1.54864,0.924064,6.906128,4.467328,11.290896
20260915-183514,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-610042_b1_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,1,ok,0,13.544176,0.315168,1.180688,0.9665920000000001,6.7219999999999995,4.477888,11.172448
20260915-183514,ours_l01_s1_pv2_r2_dwire_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire,1,ok,0,6.812863999999999,0.292784,1.245472,0.002672,3.2574560000000004,2.150528,5.3260000000000005
20260915-183514,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,1,ok,0,6.663424,0.285856,1.1783199999999998,0.002656,3.14952,2.1829919999999996,5.324608
20260915-183514,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,1,ok,0,6.8876,0.288992,1.3112,0.002656,3.1863840000000003,2.164224,5.3591359999999995
20260915-183514,llc_l01_s1_pv2_trace-610042_b1_k8_isolated,llc_l01_s1_pv2,1,ok,0,15.601136,0.455744,1.194896,0.002672,9.480447999999999,4.380032,13.843344
20260915-183514,llc_l01_s1_pv2_pv3c_eps05_trace-610042_b1_k8_isolated,llc_l01_s1_pv2_pv3c_eps05,1,ok,0,16.161375999999997,0.8251839999999999,1.12088,0.002656,9.762624,4.3534559999999995,13.887264
20260915-183514,ours_l01_s1_pv2_r2_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2,4,ok,0,15.493008,0.6887840000000001,1.211424,0.002624,7.888288,5.904864,13.740400000000001
20260915-183514,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,4,ok,0,15.50592,0.288448,1.0804960000000001,0.00264,7.9454720000000005,6.225152,14.117024
20260915-183514,ours_l01_s2_swap_force_p2p_r2_trace-610042_b4_k8_isolated,ours_l01_s2_swap_force_p2p_r2,4,ok,0,16.832783499999998,0.509984,1.756624,1.073104,7.885824,6.063632,13.913424
20260915-183514,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-610042_b4_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,4,ok,0,17.1742715,0.6553599999999999,1.616784,1.102176,8.131295999999999,6.266112,14.280992000000001
20260915-183514,ours_l01_s1_pv2_r2_dwire_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2_dwire,4,ok,0,15.856016,0.481808,1.811344,0.002688,8.141168,5.953296,13.842255999999999
20260915-183514,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,4,ok,0,15.506912,0.332144,1.384656,0.002688,7.883152,6.0959520000000005,13.610816
20260915-183514,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,4,ok,0,15.419184000000001,0.6639200000000001,1.683616,0.002688,7.618048,5.99592,13.529247999999999
20260915-183514,llc_l01_s1_pv2_trace-610042_b4_k8_isolated,llc_l01_s1_pv2,4,ok,0,19.0244,0.5926560000000001,1.474704,0.002656,10.980912,6.1964315,16.938768500000002
20260915-183514,llc_l01_s1_pv2_pv3c_eps05_trace-610042_b4_k8_isolated,llc_l01_s1_pv2_pv3c_eps05,4,ok,0,19.0565605,0.674432,1.7467359999999998,0.002688,11.398192,6.064768,17.183518999999997
20260915-183514,ours_l01_s1_pv2_r2_trace-610042_b16_k8_isolated,ours_l01_s1_pv2_r2,16,ok,0,28.342799999999997,0.700608,2.199392,0.002656,13.712448,12.28072,25.940513
20260915-183514,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b16_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,16,ok,0,29.313328,0.695776,2.066192,0.002672,14.05368,13.152016,27.178896
20260915-183514,ours_l01_s2_swap_force_p2p_r2_trace-610042_b16_k8_isolated,ours_l01_s2_swap_force_p2p_r2,16,ok,0,29.356160000000003,0.552432,2.3504,1.014048,13.309488,12.261248,25.643680500000002
20260915-183514,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-610042_b16_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,16,ok,0,29.423088,0.6913119999999999,2.147952,1.01912,13.685759999999998,12.657024,26.365599500000002
20260915-183514,ours_l01_s1_pv2_r2_dwire_trace-610042_b16_k8_isolated,ours_l01_s1_pv2_r2_dwire,16,ok,0,50.420303,0.706672,2.9983839999999997,0.002688,26.614048,21.3540475,46.9503365
20260915-183514,ours_l01_s1_pv2_r2_dwire_pv3c_eps05_trace-610042_b16_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps05,16,failed,0,,,,,,,
20260915-183514,ours_l01_s1_pv2_r2_dwire_pv3c_eps025_trace-610042_b16_k8_isolated,ours_l01_s1_pv2_r2_dwire_pv3c_eps025,16,ok,0,48.1028805,0.500096,3.352704,0.002656,24.239088000000002,21.493968,44.789137
20260915-183514,llc_l01_s1_pv2_trace-610042_b16_k8_isolated,llc_l01_s1_pv2,16,ok,0,34.2725755,0.7221120000000001,2.248368,0.002624,18.161008000000002,14.3635505,31.579008
20260915-183514,llc_l01_s1_pv2_pv3c_eps05_trace-610042_b16_k8_isolated,llc_l01_s1_pv2_pv3c_eps05,16,ok,0,35.30302399999999,0.7581279999999999,2.033168,0.002592,18.5391835,14.956961,32.944416000000004
