run_id,cell_id,variant,budget,status,deterministic,total_ms,plan_comm_ms,plan_ms,place_ms,l0_ms,l1_ms,e2e_ms
20260915-084021,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2,1,ok,0,6.0191040000000005,0.230128,0.7604,0.002656,2.780128,2.26784,4.995888
20260915-084021,ours_l01_s1_pv2_r2_pv3c_eps025_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps025,1,ok,0,5.954272,0.312704,0.7916479999999999,0.00264,2.692336,2.156336,4.8206240000000005
20260915-084021,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b1_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,1,ok,0,5.984832,0.20916800000000002,0.848608,0.00264,2.649552,2.2324,4.8775200000000005
20260915-084021,ours_l01_s2_swap_force_p2p_r2_trace-610042_b1_k8_isolated,ours_l01_s2_swap_force_p2p_r2,1,ok,0,6.7690719999999995,0.231936,1.054064,0.78024,2.66504,2.120656,4.76024
20260915-084021,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025_trace-610042_b1_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025,1,ok,0,7.000928,0.24480000000000002,1.13832,0.907248,2.732272,2.2493119999999998,4.917936
20260915-084021,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-610042_b1_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,1,ok,0,6.932976,0.206656,1.074672,0.784224,2.8284640000000003,2.200288,4.989936
20260915-084021,llc_l01_s1_pv2_trace-610042_b1_k8_isolated,llc_l01_s1_pv2,1,ok,0,8.179952,0.34184000000000003,0.942832,0.002672,4.878591999999999,2.065104,6.907552
20260915-084021,llc_l01_s1_pv2_pv3c_eps025_trace-610042_b1_k8_isolated,llc_l01_s1_pv2_pv3c_eps025,1,ok,0,10.191616,0.392144,1.0254560000000001,0.002624,4.805072,2.110848,7.640639999999999
20260915-084021,llc_l01_s1_pv2_pv3c_eps05_trace-610042_b1_k8_isolated,llc_l01_s1_pv2_pv3c_eps05,1,ok,0,8.405888000000001,0.364096,1.055248,0.002624,4.927008000000001,2.1350879999999997,7.01384
20260915-084021,ours_l01_s1_pv2_r2_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2,4,ok,0,8.491312,0.210912,0.829072,0.00264,3.7023200000000003,3.8132,7.4622399999999995
20260915-084021,ours_l01_s1_pv2_r2_pv3c_eps025_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps025,4,ok,0,8.596976000000002,0.296048,0.921952,0.002656,3.7363359999999997,3.584928,7.286048
20260915-084021,ours_l01_s1_pv2_r2_pv3c_eps05_trace-610042_b4_k8_isolated,ours_l01_s1_pv2_r2_pv3c_eps05,4,ok,0,8.7852,0.203184,0.9646399999999999,0.002592,3.810416,3.693872,7.525456
20260915-084021,ours_l01_s2_swap_force_p2p_r2_trace-610042_b4_k8_isolated,ours_l01_s2_swap_force_p2p_r2,4,ok,0,9.513359999999999,0.237872,1.17336,0.7742720000000001,3.67488,3.7884,7.362336
20260915-084021,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025_trace-610042_b4_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps025,4,ok,0,9.56312,0.298272,1.131488,0.767792,3.849296,3.586944,7.454864000000001
20260915-084021,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05_trace-610042_b4_k8_isolated,ours_l01_s2_swap_force_p2p_r2_pv3c_eps05,4,ok,0,9.384336000000001,0.262992,1.1352799999999998,0.7589600000000001,3.688528,3.50576,7.19776
20260915-084021,llc_l01_s1_pv2_trace-610042_b4_k8_isolated,llc_l01_s1_pv2,4,ok,0,10.997728,0.321296,1.067456,0.002624,6.163392,3.602576,9.623968
20260915-084021,llc_l01_s1_pv2_pv3c_eps025_trace-610042_b4_k8_isolated,llc_l01_s1_pv2_pv3c_eps025,4,ok,0,10.99784,0.34008000000000005,1.1297760000000001,0.002624,6.170256,3.433392,9.528383999999999
20260915-084021,llc_l01_s1_pv2_pv3c_eps05_trace-610042_b4_k8_isolated,llc_l01_s1_pv2_pv3c_eps05,4,ok,0,11.75264,0.35064,1.2706559999999998,0.002656,6.624592,3.392688,9.933872000000001
20260915-084021,ours_l01_s1_pv2_r2_trace-610042_b16_k8_isolated,ours_l01_s1_pv2_r2,16,ok,0,19.163663999999997,0.551776,1.11728,0.002608,8.404432,9.356624,17.6315205
