run_id,cell_id,status,platform,variant,comm_pattern,mode,matrix_id,matrix_path,matrix_sha256,family,family_params,routing_mode,routing_path,routing_sha256,budget_mib,topk,G,H,chunk_bytes,dtype,world_size,nnodes,ranks_per_node,fabric,ntokens,tokens_per_rank,iters,warmup_iters,sm_margin,deterministic,env_json,git_sha,git_dirty,wire_ratio,relay_ident_bytes,relay_balanced_bytes,correct_bitwise,correct_allclose,exit_code,start_ts,end_ts,log_dir,nsys_path,prof_path,notes,router,eps,placement_sha,incidence_remote,mean_nodes_per_token,layer,timing_mode
20260819-071214_perlmutter_57262f72,epic_hc_m1_trace-a625db_b2_k8_isolated,ok,perlmutter,epic_hc_m1,epic_hc_a2av,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""5G""}",6f11ed9578298161ea7f2ad713a144639b92d72f,1,,,,,,0,2026-08-19T07:12:14Z,2026-08-19T07:12:34Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_trace-a625db_b2_k8_isolated,,,B hc-m1 vs fused lb_union A/B + P1 slope: 30 cells; correctness banked in smoke,d6,,,10512,2.56640625,l0,
20260819-071214_perlmutter_57262f72,epic_hc_m1_na_trace-a625db_b2_k8_isolated,ok,perlmutter,epic_hc_m1_na,epic_hc_a2av,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""5G""}",6f11ed9578298161ea7f2ad713a144639b92d72f,1,,,,,,0,2026-08-19T07:12:34Z,2026-08-19T07:12:55Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_trace-a625db_b2_k8_isolated,,,B hc-m1 vs fused lb_union A/B + P1 slope: 30 cells; correctness banked in smoke,d6,,40d75e7deb546120,7303,1.782958984375,l0,
20260819-071214_perlmutter_57262f72,epic_hc_m1_na_lc0625_trace-a625db_b2_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc0625,epic_hc_a2av,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_lc0625_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_lc0625_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""5G""}",6f11ed9578298161ea7f2ad713a144639b92d72f,1,,,,,,0,2026-08-19T07:12:55Z,2026-08-19T07:13:22Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_lc0625_trace-a625db_b2_k8_isolated,,,B hc-m1 vs fused lb_union A/B + P1 slope: 30 cells; correctness banked in smoke,loccap,0.0625,40d75e7deb546120,6299,1.537841796875,l0,
20260819-071214_perlmutter_57262f72,epic_hc_m1_na_lc125_trace-a625db_b2_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc125,epic_hc_a2av,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_lc125_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_lc125_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""5G""}",6f11ed9578298161ea7f2ad713a144639b92d72f,1,,,,,,0,2026-08-19T07:13:22Z,2026-08-19T07:13:43Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_lc125_trace-a625db_b2_k8_isolated,,,B hc-m1 vs fused lb_union A/B + P1 slope: 30 cells; correctness banked in smoke,loccap,0.125,40d75e7deb546120,5933,1.448486328125,l0,
20260819-071214_perlmutter_57262f72,epic_hc_m1_na_lc25_trace-a625db_b2_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc25,epic_hc_a2av,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_lc25_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_lc25_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""5G""}",6f11ed9578298161ea7f2ad713a144639b92d72f,1,,,,,,0,2026-08-19T07:13:43Z,2026-08-19T07:14:05Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_lc25_trace-a625db_b2_k8_isolated,,,B hc-m1 vs fused lb_union A/B + P1 slope: 30 cells; correctness banked in smoke,loccap,0.25,40d75e7deb546120,5187,1.266357421875,l0,
20260819-071214_perlmutter_57262f72,hier_compress_lb_union_trace-a625db_b2_k8_isolated,ok,perlmutter,hier_compress_lb_union,a2av_hier_compress,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_A2AV_LB_UNION"": ""1"", ""FLUX_A2AV_MAX_RECV_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_RELAY_NTOKENS"": ""163840"", ""FLUX_A2AV_MAX_STAGE_NTOKENS"": ""163840"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/hier_compress_lb_union_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/hier_compress_lb_union_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""6G""}",6f11ed9578298161ea7f2ad713a144639b92d72f,1,0.5497392502213914,23683072,23289856,,,0,2026-08-19T07:14:05Z,2026-08-19T07:14:21Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/hier_compress_lb_union_trace-a625db_b2_k8_isolated,,,B hc-m1 vs fused lb_union A/B + P1 slope: 30 cells; correctness banked in smoke,,,,,,l0,
20260819-071214_perlmutter_57262f72,epic_hc_m1_na_lbu_lc25_trace-a625db_b2_k8_isolated,ok,perlmutter,epic_hc_m1_na_lbu_lc25,epic_hc_a2av,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_lbu_lc25_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_lbu_lc25_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""5G""}",6f11ed9578298161ea7f2ad713a144639b92d72f,1,,,,,,0,2026-08-19T07:14:21Z,2026-08-19T07:14:43Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_lbu_lc25_trace-a625db_b2_k8_isolated,,,B hc-m1 vs fused lb_union A/B + P1 slope: 30 cells; correctness banked in smoke,loccap,0.25,40d75e7deb546120,5187,1.266357421875,l0,
20260819-071214_perlmutter_57262f72,epic_hc_m1_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",6f11ed9578298161ea7f2ad713a144639b92d72f,1,,,,,,0,2026-08-19T07:14:43Z,2026-08-19T07:15:06Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_trace-a625db_b8_k8_isolated,,,B hc-m1 vs fused lb_union A/B + P1 slope: 30 cells; correctness banked in smoke,d6,,,41840,2.5537109375,l0,
20260819-071214_perlmutter_57262f72,epic_hc_m1_na_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1_na,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",6f11ed9578298161ea7f2ad713a144639b92d72f,1,,,,,,0,2026-08-19T07:15:06Z,2026-08-19T07:15:26Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_trace-a625db_b8_k8_isolated,,,B hc-m1 vs fused lb_union A/B + P1 slope: 30 cells; correctness banked in smoke,d6,,a6202d27e81ba4cc,29414,1.7952880859375,l0,
20260819-071214_perlmutter_57262f72,epic_hc_m1_na_lc0625_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc0625,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_lc0625_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_lc0625_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",6f11ed9578298161ea7f2ad713a144639b92d72f,1,,,,,,0,2026-08-19T07:15:26Z,2026-08-19T07:17:00Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-071214_perlmutter_57262f72/cells/epic_hc_m1_na_lc0625_trace-a625db_b8_k8_isolated,,,B hc-m1 vs fused lb_union A/B + P1 slope: 30 cells; correctness banked in smoke,loccap,0.0625,a6202d27e81ba4cc,25696,1.568359375,l0,
