run_id,cell_id,status,platform,variant,comm_pattern,mode,matrix_id,matrix_path,matrix_sha256,family,family_params,routing_mode,routing_path,routing_sha256,budget_mib,topk,G,H,chunk_bytes,dtype,world_size,nnodes,ranks_per_node,fabric,ntokens,tokens_per_rank,iters,warmup_iters,sm_margin,deterministic,env_json,git_sha,git_dirty,wire_ratio,relay_ident_bytes,relay_balanced_bytes,correct_bitwise,correct_allclose,exit_code,start_ts,end_ts,log_dir,nsys_path,prof_path,notes,router,eps,placement_sha,incidence_remote,mean_nodes_per_token,layer,timing_mode,timing_accounting,planner_impl,replica_select,plan_comm_bytes
20260820-202518_perlmutter_8a2eedab,moonep_l01_nvshmem_getmem_trace-a625db_b1_k8_isolated,ok,perlmutter,moonep_l01_nvshmem_getmem,moonep_balanced_a2av,isolated,w16x4_trace-737b5c_b1_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-737b5c_b1_k8_id001.txt,c0fbabc9a39f2896ab3b4eddc6d833aa31afb10a0a6159f7d8d2182d6e92f384,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-737b5c_b1_k8_id001.routing.txt,1e47335e8422088e3b44278373a949d6e4185c7555b80dc6cc3ed45c7f35e9f8,1,8,128,4096,8192,bfloat16,16,4,4,cxi,2048,128,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/moonep_l01_nvshmem_getmem_trace-a625db_b1_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/moonep_l01_nvshmem_getmem_trace-a625db_b1_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""3G""}",23892cfc053b7310b556c06de920f28d97e55a69,1,,,,1,1,0,2026-08-20T20:25:18Z,2026-08-20T20:25:56Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/moonep_l01_nvshmem_getmem_trace-a625db_b1_k8_isolated,,,"REVERSED-ORDER twin (NR-14 method rule). campaign-2 planner-v2 debut (fused-canonical, SCHEMA rules 4/5): eplb on the FusedEpDispatch wire (planner_impl=fused_dispatch, NO planning step, in-launch counts exchange in comm_ms, replica_select=local_spread default with lstatic twin, plan_comm~0/bytes=0); epic hc mig_fused on --hc_meta inwindow (op-derived splits/stable-scatter/sps/uc inside the dispatch bracket); moonep unchanged (authentic ported planner). NEW BINARY BOUNDARY: tags FLUX_FUSED_EP_DISPATCH_TAG + FLUX_A2AV_INWINDOW_META_TAG — never compare against campaign-1 capsules on any planning-inclusive or wire bracket.",,,,,,l01,,per_iter_gpu,,,
20260820-202518_perlmutter_8a2eedab,moonep_nvshmem_getmem_trace-a625db_b1_k8_isolated,ok,perlmutter,moonep_nvshmem_getmem,moonep_balanced_a2av,isolated,w16x4_trace-737b5c_b1_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-737b5c_b1_k8_id001.txt,c0fbabc9a39f2896ab3b4eddc6d833aa31afb10a0a6159f7d8d2182d6e92f384,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-737b5c_b1_k8_id001.routing.txt,1e47335e8422088e3b44278373a949d6e4185c7555b80dc6cc3ed45c7f35e9f8,1,8,128,4096,8192,bfloat16,16,4,4,cxi,2048,128,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/moonep_nvshmem_getmem_trace-a625db_b1_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/moonep_nvshmem_getmem_trace-a625db_b1_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""2G""}",23892cfc053b7310b556c06de920f28d97e55a69,1,,,,1,1,0,2026-08-20T20:25:56Z,2026-08-20T20:26:20Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/moonep_nvshmem_getmem_trace-a625db_b1_k8_isolated,,,"REVERSED-ORDER twin (NR-14 method rule). campaign-2 planner-v2 debut (fused-canonical, SCHEMA rules 4/5): eplb on the FusedEpDispatch wire (planner_impl=fused_dispatch, NO planning step, in-launch counts exchange in comm_ms, replica_select=local_spread default with lstatic twin, plan_comm~0/bytes=0); epic hc mig_fused on --hc_meta inwindow (op-derived splits/stable-scatter/sps/uc inside the dispatch bracket); moonep unchanged (authentic ported planner). NEW BINARY BOUNDARY: tags FLUX_FUSED_EP_DISPATCH_TAG + FLUX_A2AV_INWINDOW_META_TAG — never compare against campaign-1 capsules on any planning-inclusive or wire bracket.",,,,,,l0,,per_iter_gpu,,,
20260820-202518_perlmutter_8a2eedab,epic_l01_hc_m1_mig_fused_trace-a625db_b1_k8_isolated,ok,perlmutter,epic_l01_hc_m1_mig_fused,epic_hc_a2av,isolated,w16x4_trace-737b5c_b1_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-737b5c_b1_k8_id001.txt,c0fbabc9a39f2896ab3b4eddc6d833aa31afb10a0a6159f7d8d2182d6e92f384,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-737b5c_b1_k8_id001.routing.txt,1e47335e8422088e3b44278373a949d6e4185c7555b80dc6cc3ed45c7f35e9f8,1,8,128,4096,8192,bfloat16,16,4,4,cxi,2048,128,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/epic_l01_hc_m1_mig_fused_trace-a625db_b1_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/epic_l01_hc_m1_mig_fused_trace-a625db_b1_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""3G""}",23892cfc053b7310b556c06de920f28d97e55a69,1,,,,1,1,0,2026-08-20T20:26:20Z,2026-08-20T20:27:05Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/epic_l01_hc_m1_mig_fused_trace-a625db_b1_k8_isolated,,,"REVERSED-ORDER twin (NR-14 method rule). campaign-2 planner-v2 debut (fused-canonical, SCHEMA rules 4/5): eplb on the FusedEpDispatch wire (planner_impl=fused_dispatch, NO planning step, in-launch counts exchange in comm_ms, replica_select=local_spread default with lstatic twin, plan_comm~0/bytes=0); epic hc mig_fused on --hc_meta inwindow (op-derived splits/stable-scatter/sps/uc inside the dispatch bracket); moonep unchanged (authentic ported planner). NEW BINARY BOUNDARY: tags FLUX_FUSED_EP_DISPATCH_TAG + FLUX_A2AV_INWINDOW_META_TAG — never compare against campaign-1 capsules on any planning-inclusive or wire bracket.",d6,,,5246,2.5615234375,l01,,per_iter_gpu,fused_dispatch,local_static,8192
20260820-202518_perlmutter_8a2eedab,epic_hc_m1_mig_fused_trace-a625db_b1_k8_isolated,ok,perlmutter,epic_hc_m1_mig_fused,epic_hc_a2av,isolated,w16x4_trace-737b5c_b1_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-737b5c_b1_k8_id001.txt,c0fbabc9a39f2896ab3b4eddc6d833aa31afb10a0a6159f7d8d2182d6e92f384,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-737b5c_b1_k8_id001.routing.txt,1e47335e8422088e3b44278373a949d6e4185c7555b80dc6cc3ed45c7f35e9f8,1,8,128,4096,8192,bfloat16,16,4,4,cxi,2048,128,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/epic_hc_m1_mig_fused_trace-a625db_b1_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/epic_hc_m1_mig_fused_trace-a625db_b1_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""3G""}",23892cfc053b7310b556c06de920f28d97e55a69,1,,,,1,1,0,2026-08-20T20:27:05Z,2026-08-20T20:27:29Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/epic_hc_m1_mig_fused_trace-a625db_b1_k8_isolated,,,"REVERSED-ORDER twin (NR-14 method rule). campaign-2 planner-v2 debut (fused-canonical, SCHEMA rules 4/5): eplb on the FusedEpDispatch wire (planner_impl=fused_dispatch, NO planning step, in-launch counts exchange in comm_ms, replica_select=local_spread default with lstatic twin, plan_comm~0/bytes=0); epic hc mig_fused on --hc_meta inwindow (op-derived splits/stable-scatter/sps/uc inside the dispatch bracket); moonep unchanged (authentic ported planner). NEW BINARY BOUNDARY: tags FLUX_FUSED_EP_DISPATCH_TAG + FLUX_A2AV_INWINDOW_META_TAG — never compare against campaign-1 capsules on any planning-inclusive or wire bracket.",d6,,,5246,2.5615234375,l0,,per_iter_gpu,fused_dispatch,local_static,8192
20260820-202518_perlmutter_8a2eedab,eplb_fused_lstatic_trace-a625db_b1_k8_isolated,ok,perlmutter,eplb_fused_lstatic,eplb_fused_ep,isolated,w16x4_trace-737b5c_b1_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-737b5c_b1_k8_id001.txt,c0fbabc9a39f2896ab3b4eddc6d833aa31afb10a0a6159f7d8d2182d6e92f384,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-737b5c_b1_k8_id001.routing.txt,1e47335e8422088e3b44278373a949d6e4185c7555b80dc6cc3ed45c7f35e9f8,1,8,128,4096,8192,bfloat16,16,4,4,cxi,2048,128,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/eplb_fused_lstatic_trace-a625db_b1_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/eplb_fused_lstatic_trace-a625db_b1_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""2G""}",23892cfc053b7310b556c06de920f28d97e55a69,1,,,,1,1,0,2026-08-20T20:27:29Z,2026-08-20T20:27:52Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/eplb_fused_lstatic_trace-a625db_b1_k8_isolated,,,"REVERSED-ORDER twin (NR-14 method rule). campaign-2 planner-v2 debut (fused-canonical, SCHEMA rules 4/5): eplb on the FusedEpDispatch wire (planner_impl=fused_dispatch, NO planning step, in-launch counts exchange in comm_ms, replica_select=local_spread default with lstatic twin, plan_comm~0/bytes=0); epic hc mig_fused on --hc_meta inwindow (op-derived splits/stable-scatter/sps/uc inside the dispatch bracket); moonep unchanged (authentic ported planner). NEW BINARY BOUNDARY: tags FLUX_FUSED_EP_DISPATCH_TAG + FLUX_A2AV_INWINDOW_META_TAG — never compare against campaign-1 capsules on any planning-inclusive or wire bracket.",,,,,,l0,,per_iter_gpu,fused_dispatch,local_static,0
20260820-202518_perlmutter_8a2eedab,eplb_fused_l01_trace-a625db_b1_k8_isolated,ok,perlmutter,eplb_fused_l01,eplb_fused_ep,isolated,w16x4_trace-737b5c_b1_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-737b5c_b1_k8_id001.txt,c0fbabc9a39f2896ab3b4eddc6d833aa31afb10a0a6159f7d8d2182d6e92f384,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-737b5c_b1_k8_id001.routing.txt,1e47335e8422088e3b44278373a949d6e4185c7555b80dc6cc3ed45c7f35e9f8,1,8,128,4096,8192,bfloat16,16,4,4,cxi,2048,128,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/eplb_fused_l01_trace-a625db_b1_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/eplb_fused_l01_trace-a625db_b1_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""2G""}",23892cfc053b7310b556c06de920f28d97e55a69,1,,,,1,1,0,2026-08-20T20:27:52Z,2026-08-20T20:28:50Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/eplb_fused_l01_trace-a625db_b1_k8_isolated,,,"REVERSED-ORDER twin (NR-14 method rule). campaign-2 planner-v2 debut (fused-canonical, SCHEMA rules 4/5): eplb on the FusedEpDispatch wire (planner_impl=fused_dispatch, NO planning step, in-launch counts exchange in comm_ms, replica_select=local_spread default with lstatic twin, plan_comm~0/bytes=0); epic hc mig_fused on --hc_meta inwindow (op-derived splits/stable-scatter/sps/uc inside the dispatch bracket); moonep unchanged (authentic ported planner). NEW BINARY BOUNDARY: tags FLUX_FUSED_EP_DISPATCH_TAG + FLUX_A2AV_INWINDOW_META_TAG — never compare against campaign-1 capsules on any planning-inclusive or wire bracket.",,,,,,l01,,per_iter_gpu,fused_dispatch,local_spread,0
20260820-202518_perlmutter_8a2eedab,eplb_fused_trace-a625db_b1_k8_isolated,ok,perlmutter,eplb_fused,eplb_fused_ep,isolated,w16x4_trace-737b5c_b1_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-737b5c_b1_k8_id001.txt,c0fbabc9a39f2896ab3b4eddc6d833aa31afb10a0a6159f7d8d2182d6e92f384,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-737b5c_b1_k8_id001.routing.txt,1e47335e8422088e3b44278373a949d6e4185c7555b80dc6cc3ed45c7f35e9f8,1,8,128,4096,8192,bfloat16,16,4,4,cxi,2048,128,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/eplb_fused_trace-a625db_b1_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/eplb_fused_trace-a625db_b1_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""2G""}",23892cfc053b7310b556c06de920f28d97e55a69,1,,,,1,1,0,2026-08-20T20:28:50Z,2026-08-20T20:29:13Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/eplb_fused_trace-a625db_b1_k8_isolated,,,"REVERSED-ORDER twin (NR-14 method rule). campaign-2 planner-v2 debut (fused-canonical, SCHEMA rules 4/5): eplb on the FusedEpDispatch wire (planner_impl=fused_dispatch, NO planning step, in-launch counts exchange in comm_ms, replica_select=local_spread default with lstatic twin, plan_comm~0/bytes=0); epic hc mig_fused on --hc_meta inwindow (op-derived splits/stable-scatter/sps/uc inside the dispatch bracket); moonep unchanged (authentic ported planner). NEW BINARY BOUNDARY: tags FLUX_FUSED_EP_DISPATCH_TAG + FLUX_A2AV_INWINDOW_META_TAG — never compare against campaign-1 capsules on any planning-inclusive or wire bracket.",,,,,,l0,,per_iter_gpu,fused_dispatch,local_spread,0
20260820-202518_perlmutter_8a2eedab,moonep_l01_nvshmem_getmem_trace-a625db_b2_k8_isolated,ok,perlmutter,moonep_l01_nvshmem_getmem,moonep_balanced_a2av,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/moonep_l01_nvshmem_getmem_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/moonep_l01_nvshmem_getmem_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""3G""}",23892cfc053b7310b556c06de920f28d97e55a69,1,,,,1,1,0,2026-08-20T20:29:13Z,2026-08-20T20:29:51Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/moonep_l01_nvshmem_getmem_trace-a625db_b2_k8_isolated,,,"REVERSED-ORDER twin (NR-14 method rule). campaign-2 planner-v2 debut (fused-canonical, SCHEMA rules 4/5): eplb on the FusedEpDispatch wire (planner_impl=fused_dispatch, NO planning step, in-launch counts exchange in comm_ms, replica_select=local_spread default with lstatic twin, plan_comm~0/bytes=0); epic hc mig_fused on --hc_meta inwindow (op-derived splits/stable-scatter/sps/uc inside the dispatch bracket); moonep unchanged (authentic ported planner). NEW BINARY BOUNDARY: tags FLUX_FUSED_EP_DISPATCH_TAG + FLUX_A2AV_INWINDOW_META_TAG — never compare against campaign-1 capsules on any planning-inclusive or wire bracket.",,,,,,l01,,per_iter_gpu,,,
20260820-202518_perlmutter_8a2eedab,moonep_nvshmem_getmem_trace-a625db_b2_k8_isolated,ok,perlmutter,moonep_nvshmem_getmem,moonep_balanced_a2av,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/moonep_nvshmem_getmem_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/moonep_nvshmem_getmem_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""2G""}",23892cfc053b7310b556c06de920f28d97e55a69,1,,,,1,1,0,2026-08-20T20:29:51Z,2026-08-20T20:30:15Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/moonep_nvshmem_getmem_trace-a625db_b2_k8_isolated,,,"REVERSED-ORDER twin (NR-14 method rule). campaign-2 planner-v2 debut (fused-canonical, SCHEMA rules 4/5): eplb on the FusedEpDispatch wire (planner_impl=fused_dispatch, NO planning step, in-launch counts exchange in comm_ms, replica_select=local_spread default with lstatic twin, plan_comm~0/bytes=0); epic hc mig_fused on --hc_meta inwindow (op-derived splits/stable-scatter/sps/uc inside the dispatch bracket); moonep unchanged (authentic ported planner). NEW BINARY BOUNDARY: tags FLUX_FUSED_EP_DISPATCH_TAG + FLUX_A2AV_INWINDOW_META_TAG — never compare against campaign-1 capsules on any planning-inclusive or wire bracket.",,,,,,l0,,per_iter_gpu,,,
20260820-202518_perlmutter_8a2eedab,epic_l01_hc_m1_mig_fused_trace-a625db_b2_k8_isolated,ok,perlmutter,epic_l01_hc_m1_mig_fused,epic_hc_a2av,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/epic_l01_hc_m1_mig_fused_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/epic_l01_hc_m1_mig_fused_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""5G""}",23892cfc053b7310b556c06de920f28d97e55a69,1,,,,1,1,0,2026-08-20T20:30:15Z,2026-08-20T20:31:02Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-202518_perlmutter_8a2eedab/cells/epic_l01_hc_m1_mig_fused_trace-a625db_b2_k8_isolated,,,"REVERSED-ORDER twin (NR-14 method rule). campaign-2 planner-v2 debut (fused-canonical, SCHEMA rules 4/5): eplb on the FusedEpDispatch wire (planner_impl=fused_dispatch, NO planning step, in-launch counts exchange in comm_ms, replica_select=local_spread default with lstatic twin, plan_comm~0/bytes=0); epic hc mig_fused on --hc_meta inwindow (op-derived splits/stable-scatter/sps/uc inside the dispatch bracket); moonep unchanged (authentic ported planner). NEW BINARY BOUNDARY: tags FLUX_FUSED_EP_DISPATCH_TAG + FLUX_A2AV_INWINDOW_META_TAG — never compare against campaign-1 capsules on any planning-inclusive or wire bracket.",d6,,,10512,2.56640625,l01,,per_iter_gpu,fused_dispatch,local_static,8192
