capsule,scenario,protocol,dwell,arm,arm_order,variant,topic,eval_pool,mean_ms,median_ms,sd_ms,n_iters,iters,binary,cell_id
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 full-orbit swap SEQ d1,4,ablation_l01_s2_swapall_noov_p2p_r2_pv3c_eps025,elecEng,elecEng,56.562,56.377,1.969,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_noov_p2p_r2_pv3c_eps025_trace-931acd_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 full-orbit swap SEQ d1,4,ablation_l01_s2_swapall_noov_p2p_r2_pv3c_eps025,hsPsych,hsPsych,58.587,58.414,1.971,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_noov_p2p_r2_pv3c_eps025_trace-27e29c_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 full-orbit swap SEQ d1,4,ablation_l01_s2_swapall_noov_p2p_r2_pv3c_eps025,hsWorldHist,hsWorldHist,56.889,56.740,1.545,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_noov_p2p_r2_pv3c_eps025_trace-16cdac_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 full-orbit swap SEQ d1,4,ablation_l01_s2_swapall_noov_p2p_r2_pv3c_eps025,lcb,lcb,56.681,56.642,1.330,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_noov_p2p_r2_pv3c_eps025_trace-245f17_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 full-orbit swap SEQ d1,4,ablation_l01_s2_swapall_noov_p2p_r2_pv3c_eps025,philosophy,philosophy,53.849,53.966,2.038,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_noov_p2p_r2_pv3c_eps025_trace-dc9a78_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 full-orbit swap SEQ d1,4,ablation_l01_s2_swapall_noov_p2p_r2_pv3c_eps025,proLaw,proLaw,58.207,58.112,1.027,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_noov_p2p_r2_pv3c_eps025_trace-0712af_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 full-orbit swap OVL d1,5,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025,clinical,clinical,54.525,54.295,2.133,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025_trace-356bcd_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 full-orbit swap OVL d1,5,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025,colmath,colmath,53.266,53.562,1.360,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025_trace-c16ab5_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 full-orbit swap OVL d1,5,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025,elecEng,elecEng,53.425,53.668,1.293,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025_trace-931acd_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 full-orbit swap OVL d1,5,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025,hsPsych,hsPsych,57.716,58.400,2.297,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025_trace-27e29c_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 full-orbit swap OVL d1,5,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025,hsWorldHist,hsWorldHist,53.073,52.983,1.513,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025_trace-16cdac_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 full-orbit swap OVL d1,5,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025,lcb,lcb,55.251,55.154,1.372,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025_trace-245f17_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 full-orbit swap OVL d1,5,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025,philosophy,philosophy,52.424,52.506,1.343,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025_trace-dc9a78_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 full-orbit swap OVL d1,5,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025,proLaw,proLaw,55.647,54.820,3.887,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_p2p_r2_pv3c_eps025_trace-0712af_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 one-round swap OVL d1,9,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025,clinical,clinical,53.521,53.404,1.942,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025_trace-356bcd_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 one-round swap OVL d1,9,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025,colmath,colmath,52.401,52.211,2.828,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025_trace-c16ab5_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 one-round swap OVL d1,9,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025,elecEng,elecEng,51.010,50.920,1.306,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025_trace-931acd_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 one-round swap OVL d1,9,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025,hsPsych,hsPsych,54.884,54.636,1.789,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025_trace-27e29c_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 one-round swap OVL d1,9,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025,hsWorldHist,hsWorldHist,50.807,50.616,1.634,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025_trace-16cdac_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 one-round swap OVL d1,9,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025,lcb,lcb,52.290,52.444,1.233,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025_trace-245f17_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 one-round swap OVL d1,9,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025,philosophy,philosophy,50.675,50.065,1.342,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025_trace-dc9a78_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),1,1+2 one-round swap OVL d1,9,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025,proLaw,proLaw,51.557,51.298,1.132,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swap_t1_rst_p2p_r2_pv3c_eps025_trace-0712af_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,clinical,clinical,54.652,54.529,2.503,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-356bcd_b64_k8_isolated
20260915-223848_perlmutter_722a718c,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,clinical,clinical,53.116,52.655,3.293,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-356bcd_b64_k8_isolated
20260915-223901_perlmutter_2b4c97c0,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,clinical,clinical,53.606,51.235,5.621,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-356bcd_b64_k8_isolated
20260915-231639_perlmutter_e7f0c6ef,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,clinical,clinical,52.916,52.449,2.647,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-356bcd_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,colmath,colmath,51.220,50.268,3.378,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-c16ab5_b64_k8_isolated
20260915-223848_perlmutter_722a718c,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,colmath,colmath,51.099,49.109,3.994,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-c16ab5_b64_k8_isolated
20260915-223901_perlmutter_2b4c97c0,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,colmath,colmath,50.363,49.343,3.048,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-c16ab5_b64_k8_isolated
20260915-231639_perlmutter_e7f0c6ef,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,colmath,colmath,51.112,50.122,3.053,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-c16ab5_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,elecEng,elecEng,51.851,50.558,2.533,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-931acd_b64_k8_isolated
20260915-223848_perlmutter_722a718c,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,elecEng,elecEng,52.649,52.018,2.912,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-931acd_b64_k8_isolated
20260915-223901_perlmutter_2b4c97c0,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,elecEng,elecEng,53.202,52.190,3.275,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-931acd_b64_k8_isolated
20260915-231639_perlmutter_e7f0c6ef,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,elecEng,elecEng,52.236,51.196,3.146,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-931acd_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,hsPsych,hsPsych,53.270,52.032,3.537,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-27e29c_b64_k8_isolated
20260915-223848_perlmutter_722a718c,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,hsPsych,hsPsych,54.150,53.739,3.373,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-27e29c_b64_k8_isolated
20260915-223901_perlmutter_2b4c97c0,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,hsPsych,hsPsych,53.526,53.110,2.953,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-27e29c_b64_k8_isolated
20260915-231639_perlmutter_e7f0c6ef,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,hsPsych,hsPsych,54.138,53.680,2.823,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-27e29c_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,hsWorldHist,hsWorldHist,51.836,50.753,3.033,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-16cdac_b64_k8_isolated
20260915-223848_perlmutter_722a718c,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,hsWorldHist,hsWorldHist,53.020,51.886,3.641,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-16cdac_b64_k8_isolated
20260915-223901_perlmutter_2b4c97c0,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,hsWorldHist,hsWorldHist,52.214,51.957,3.189,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-16cdac_b64_k8_isolated
20260915-231639_perlmutter_e7f0c6ef,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,hsWorldHist,hsWorldHist,52.654,51.274,3.337,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-16cdac_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,lcb,lcb,52.665,52.232,2.066,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-245f17_b64_k8_isolated
20260915-223848_perlmutter_722a718c,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,lcb,lcb,53.083,52.094,2.334,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-245f17_b64_k8_isolated
20260915-223901_perlmutter_2b4c97c0,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,lcb,lcb,53.658,53.720,2.247,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-245f17_b64_k8_isolated
20260915-231639_perlmutter_e7f0c6ef,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,lcb,lcb,52.600,51.330,2.460,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-245f17_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,philosophy,philosophy,51.859,50.724,3.435,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-dc9a78_b64_k8_isolated
20260915-223848_perlmutter_722a718c,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,philosophy,philosophy,50.355,50.379,1.880,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-dc9a78_b64_k8_isolated
20260915-223901_perlmutter_2b4c97c0,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,philosophy,philosophy,50.615,50.098,2.048,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-dc9a78_b64_k8_isolated
20260915-231639_perlmutter_e7f0c6ef,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,philosophy,philosophy,51.484,51.036,2.833,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-dc9a78_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,proLaw,proLaw,52.174,50.740,3.900,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-0712af_b64_k8_isolated
20260915-223848_perlmutter_722a718c,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,proLaw,proLaw,53.254,51.773,3.822,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-0712af_b64_k8_isolated
20260915-223901_perlmutter_2b4c97c0,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,proLaw,proLaw,53.395,51.916,3.635,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-0712af_b64_k8_isolated
20260915-231639_perlmutter_e7f0c6ef,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap SEQ d4,6,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025,proLaw,proLaw,51.950,49.831,3.948,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_noov_p2p_r2_pv3c_eps025_trace-0712af_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,clinical,clinical,52.377,52.398,1.440,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-356bcd_b64_k8_isolated
20260915-223848_perlmutter_722a718c,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,clinical,clinical,53.392,53.108,1.569,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-356bcd_b64_k8_isolated
20260915-223901_perlmutter_2b4c97c0,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,clinical,clinical,51.424,51.908,1.998,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-356bcd_b64_k8_isolated
20260915-231639_perlmutter_e7f0c6ef,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,clinical,clinical,53.543,52.987,1.476,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-356bcd_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,colmath,colmath,50.579,49.844,2.414,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-c16ab5_b64_k8_isolated
20260915-223848_perlmutter_722a718c,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,colmath,colmath,50.136,49.940,1.920,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-c16ab5_b64_k8_isolated
20260915-223901_perlmutter_2b4c97c0,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,colmath,colmath,49.660,50.074,1.787,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-c16ab5_b64_k8_isolated
20260915-231639_perlmutter_e7f0c6ef,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,colmath,colmath,50.632,49.812,2.422,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-c16ab5_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,elecEng,elecEng,50.836,50.771,1.672,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-931acd_b64_k8_isolated
20260915-223848_perlmutter_722a718c,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,elecEng,elecEng,51.918,51.557,1.914,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-931acd_b64_k8_isolated
20260915-223901_perlmutter_2b4c97c0,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,elecEng,elecEng,51.422,51.169,1.962,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-931acd_b64_k8_isolated
20260915-231639_perlmutter_e7f0c6ef,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,elecEng,elecEng,51.036,50.428,1.897,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-931acd_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,hsPsych,hsPsych,54.560,54.643,2.800,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-27e29c_b64_k8_isolated
20260915-223848_perlmutter_722a718c,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,hsPsych,hsPsych,54.074,53.381,2.550,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-27e29c_b64_k8_isolated
20260915-223901_perlmutter_2b4c97c0,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,hsPsych,hsPsych,52.397,52.812,1.744,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-27e29c_b64_k8_isolated
20260915-231639_perlmutter_e7f0c6ef,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,hsPsych,hsPsych,53.793,53.663,2.152,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-27e29c_b64_k8_isolated
20260915-081501_perlmutter_4fa85d76,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,hsWorldHist,hsWorldHist,50.821,50.919,2.205,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-16cdac_b64_k8_isolated
20260915-223848_perlmutter_722a718c,S-A seen-8,reset-proxy (per-topic cell),4,1+2 full-orbit swap OVL d4,7,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025,hsWorldHist,hsWorldHist,52.019,51.480,2.391,16,16,d3bb40c7/a0c60c75,ablation_l01_s2_swapall_rp4_p2p_r2_pv3c_eps025_trace-16cdac_b64_k8_isolated
