run_id,cell_id,status,platform,variant,comm_pattern,mode,matrix_id,matrix_path,matrix_sha256,family,family_params,routing_mode,routing_path,routing_sha256,budget_mib,topk,G,H,chunk_bytes,dtype,world_size,nnodes,ranks_per_node,fabric,ntokens,tokens_per_rank,iters,warmup_iters,sm_margin,deterministic,env_json,git_sha,git_dirty,wire_ratio,relay_ident_bytes,relay_balanced_bytes,correct_bitwise,correct_allclose,exit_code,start_ts,end_ts,log_dir,nsys_path,prof_path,notes,router,eps,placement_sha,incidence_remote,mean_nodes_per_token,layer,timing_mode,timing_accounting
20260820-112940_perlmutter_c46260da,eplb_trace-a625db_b16_k8_isolated,ok,perlmutter,eplb,eplb_static_a2av,isolated,w16x4_trace-5d25e8_b16_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-5d25e8_b16_k8_id001.txt,b326db55dd4e58bff26318da45eaff60be14fcc83cdcd98319bfee775825e68a,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-5d25e8_b16_k8_id001.routing.txt,7f5079bfce52887fca868039cbd592ec8b396842632f989671772ea5a2cabc6f,16,8,128,4096,8192,bfloat16,16,4,4,cxi,32768,2048,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/eplb_trace-a625db_b16_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/eplb_trace-a625db_b16_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""9G""}",356c9abf9e555cb0fd58687e4debbeb7e3a80229,1,,,,,,0,2026-08-20T11:29:40Z,2026-08-20T11:30:04Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/eplb_trace-a625db_b16_k8_isolated,,,"rule-5 new-accounting baselines debut (SCHEMA protocol rule 5): per-iteration GPU planning timed inside the bracket (plan_ms; timing_accounting=per_iter_gpu; moonep runs the AUTHENTIC ported fused planner kernel, moonep_planner_impl=cute_port). eplb_l01 debut (staged combine mirror, comb_dst_slot deterministic reduce). EPIC arm = hc m1 + --migration inkernel (paper-faithful fused swap; timed GPU decision consuming the iteration loads). NEVER compare planning-inclusive totals against pre-2026-08-20 capsules; quote plan_ms/total_ms per arm.",,,,,,l0,,per_iter_gpu
20260820-112940_perlmutter_c46260da,eplb_l01_trace-a625db_b16_k8_isolated,ok,perlmutter,eplb_l01,eplb_static_a2av,isolated,w16x4_trace-5d25e8_b16_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-5d25e8_b16_k8_id001.txt,b326db55dd4e58bff26318da45eaff60be14fcc83cdcd98319bfee775825e68a,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-5d25e8_b16_k8_id001.routing.txt,7f5079bfce52887fca868039cbd592ec8b396842632f989671772ea5a2cabc6f,16,8,128,4096,8192,bfloat16,16,4,4,cxi,32768,2048,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/eplb_l01_trace-a625db_b16_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/eplb_l01_trace-a625db_b16_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""9G""}",356c9abf9e555cb0fd58687e4debbeb7e3a80229,1,,,,,,0,2026-08-20T11:30:04Z,2026-08-20T11:30:26Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/eplb_l01_trace-a625db_b16_k8_isolated,,,"rule-5 new-accounting baselines debut (SCHEMA protocol rule 5): per-iteration GPU planning timed inside the bracket (plan_ms; timing_accounting=per_iter_gpu; moonep runs the AUTHENTIC ported fused planner kernel, moonep_planner_impl=cute_port). eplb_l01 debut (staged combine mirror, comb_dst_slot deterministic reduce). EPIC arm = hc m1 + --migration inkernel (paper-faithful fused swap; timed GPU decision consuming the iteration loads). NEVER compare planning-inclusive totals against pre-2026-08-20 capsules; quote plan_ms/total_ms per arm.",,,,,,l01,,per_iter_gpu
20260820-112940_perlmutter_c46260da,epic_hc_m1_mig_fused_trace-a625db_b16_k8_isolated,ok,perlmutter,epic_hc_m1_mig_fused,epic_hc_a2av,isolated,w16x4_trace-5d25e8_b16_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-5d25e8_b16_k8_id001.txt,b326db55dd4e58bff26318da45eaff60be14fcc83cdcd98319bfee775825e68a,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-5d25e8_b16_k8_id001.routing.txt,7f5079bfce52887fca868039cbd592ec8b396842632f989671772ea5a2cabc6f,16,8,128,4096,8192,bfloat16,16,4,4,cxi,32768,2048,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/epic_hc_m1_mig_fused_trace-a625db_b16_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/epic_hc_m1_mig_fused_trace-a625db_b16_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",356c9abf9e555cb0fd58687e4debbeb7e3a80229,1,,,,,,0,2026-08-20T11:30:26Z,2026-08-20T11:30:51Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/epic_hc_m1_mig_fused_trace-a625db_b16_k8_isolated,,,"rule-5 new-accounting baselines debut (SCHEMA protocol rule 5): per-iteration GPU planning timed inside the bracket (plan_ms; timing_accounting=per_iter_gpu; moonep runs the AUTHENTIC ported fused planner kernel, moonep_planner_impl=cute_port). eplb_l01 debut (staged combine mirror, comb_dst_slot deterministic reduce). EPIC arm = hc m1 + --migration inkernel (paper-faithful fused swap; timed GPU decision consuming the iteration loads). NEVER compare planning-inclusive totals against pre-2026-08-20 capsules; quote plan_ms/total_ms per arm.",d6,,,84047,2.564910888671875,l0,,per_iter_gpu
20260820-112940_perlmutter_c46260da,epic_l01_hc_m1_mig_fused_trace-a625db_b16_k8_isolated,ok,perlmutter,epic_l01_hc_m1_mig_fused,epic_hc_a2av,isolated,w16x4_trace-5d25e8_b16_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-5d25e8_b16_k8_id001.txt,b326db55dd4e58bff26318da45eaff60be14fcc83cdcd98319bfee775825e68a,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-5d25e8_b16_k8_id001.routing.txt,7f5079bfce52887fca868039cbd592ec8b396842632f989671772ea5a2cabc6f,16,8,128,4096,8192,bfloat16,16,4,4,cxi,32768,2048,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/epic_l01_hc_m1_mig_fused_trace-a625db_b16_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/epic_l01_hc_m1_mig_fused_trace-a625db_b16_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",356c9abf9e555cb0fd58687e4debbeb7e3a80229,1,,,,,,0,2026-08-20T11:30:51Z,2026-08-20T11:31:18Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/epic_l01_hc_m1_mig_fused_trace-a625db_b16_k8_isolated,,,"rule-5 new-accounting baselines debut (SCHEMA protocol rule 5): per-iteration GPU planning timed inside the bracket (plan_ms; timing_accounting=per_iter_gpu; moonep runs the AUTHENTIC ported fused planner kernel, moonep_planner_impl=cute_port). eplb_l01 debut (staged combine mirror, comb_dst_slot deterministic reduce). EPIC arm = hc m1 + --migration inkernel (paper-faithful fused swap; timed GPU decision consuming the iteration loads). NEVER compare planning-inclusive totals against pre-2026-08-20 capsules; quote plan_ms/total_ms per arm.",d6,,,84047,2.564910888671875,l01,,per_iter_gpu
20260820-112940_perlmutter_c46260da,moonep_nvshmem_getmem_trace-a625db_b16_k8_isolated,ok,perlmutter,moonep_nvshmem_getmem,moonep_balanced_a2av,isolated,w16x4_trace-5d25e8_b16_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-5d25e8_b16_k8_id001.txt,b326db55dd4e58bff26318da45eaff60be14fcc83cdcd98319bfee775825e68a,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-5d25e8_b16_k8_id001.routing.txt,7f5079bfce52887fca868039cbd592ec8b396842632f989671772ea5a2cabc6f,16,8,128,4096,8192,bfloat16,16,4,4,cxi,32768,2048,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/moonep_nvshmem_getmem_trace-a625db_b16_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/moonep_nvshmem_getmem_trace-a625db_b16_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""3G""}",356c9abf9e555cb0fd58687e4debbeb7e3a80229,1,,,,,,0,2026-08-20T11:31:18Z,2026-08-20T11:31:44Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/moonep_nvshmem_getmem_trace-a625db_b16_k8_isolated,,,"rule-5 new-accounting baselines debut (SCHEMA protocol rule 5): per-iteration GPU planning timed inside the bracket (plan_ms; timing_accounting=per_iter_gpu; moonep runs the AUTHENTIC ported fused planner kernel, moonep_planner_impl=cute_port). eplb_l01 debut (staged combine mirror, comb_dst_slot deterministic reduce). EPIC arm = hc m1 + --migration inkernel (paper-faithful fused swap; timed GPU decision consuming the iteration loads). NEVER compare planning-inclusive totals against pre-2026-08-20 capsules; quote plan_ms/total_ms per arm.",,,,,,l0,,per_iter_gpu
20260820-112940_perlmutter_c46260da,moonep_l01_nvshmem_getmem_trace-a625db_b16_k8_isolated,ok,perlmutter,moonep_l01_nvshmem_getmem,moonep_balanced_a2av,isolated,w16x4_trace-5d25e8_b16_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-5d25e8_b16_k8_id001.txt,b326db55dd4e58bff26318da45eaff60be14fcc83cdcd98319bfee775825e68a,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-5d25e8_b16_k8_id001.routing.txt,7f5079bfce52887fca868039cbd592ec8b396842632f989671772ea5a2cabc6f,16,8,128,4096,8192,bfloat16,16,4,4,cxi,32768,2048,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/moonep_l01_nvshmem_getmem_trace-a625db_b16_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/moonep_l01_nvshmem_getmem_trace-a625db_b16_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""4G""}",356c9abf9e555cb0fd58687e4debbeb7e3a80229,1,,,,,,0,2026-08-20T11:31:44Z,2026-08-20T11:32:23Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/moonep_l01_nvshmem_getmem_trace-a625db_b16_k8_isolated,,,"rule-5 new-accounting baselines debut (SCHEMA protocol rule 5): per-iteration GPU planning timed inside the bracket (plan_ms; timing_accounting=per_iter_gpu; moonep runs the AUTHENTIC ported fused planner kernel, moonep_planner_impl=cute_port). eplb_l01 debut (staged combine mirror, comb_dst_slot deterministic reduce). EPIC arm = hc m1 + --migration inkernel (paper-faithful fused swap; timed GPU decision consuming the iteration loads). NEVER compare planning-inclusive totals against pre-2026-08-20 capsules; quote plan_ms/total_ms per arm.",,,,,,l01,,per_iter_gpu
20260820-112940_perlmutter_c46260da,eplb_trace-a625db_b32_k8_isolated,ok,perlmutter,eplb,eplb_static_a2av,isolated,w16x4_trace-2d7aee_b32_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-2d7aee_b32_k8_id001.txt,8c5b3794f65420e2fb3c62a951d1bd35c6dd752e9e77b766b2c488557a488890,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-2d7aee_b32_k8_id001.routing.txt,91ab2b1cc57c3f8dd4045254c8436e406785edd542eee77289d2836cf378ff75,32,8,128,4096,8192,bfloat16,16,4,4,cxi,65536,4096,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/eplb_trace-a625db_b32_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/eplb_trace-a625db_b32_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",356c9abf9e555cb0fd58687e4debbeb7e3a80229,1,,,,,,0,2026-08-20T11:32:23Z,2026-08-20T11:32:46Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/eplb_trace-a625db_b32_k8_isolated,,,"rule-5 new-accounting baselines debut (SCHEMA protocol rule 5): per-iteration GPU planning timed inside the bracket (plan_ms; timing_accounting=per_iter_gpu; moonep runs the AUTHENTIC ported fused planner kernel, moonep_planner_impl=cute_port). eplb_l01 debut (staged combine mirror, comb_dst_slot deterministic reduce). EPIC arm = hc m1 + --migration inkernel (paper-faithful fused swap; timed GPU decision consuming the iteration loads). NEVER compare planning-inclusive totals against pre-2026-08-20 capsules; quote plan_ms/total_ms per arm.",,,,,,l0,,per_iter_gpu
20260820-112940_perlmutter_c46260da,eplb_l01_trace-a625db_b32_k8_isolated,ok,perlmutter,eplb_l01,eplb_static_a2av,isolated,w16x4_trace-2d7aee_b32_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-2d7aee_b32_k8_id001.txt,8c5b3794f65420e2fb3c62a951d1bd35c6dd752e9e77b766b2c488557a488890,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-2d7aee_b32_k8_id001.routing.txt,91ab2b1cc57c3f8dd4045254c8436e406785edd542eee77289d2836cf378ff75,32,8,128,4096,8192,bfloat16,16,4,4,cxi,65536,4096,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/eplb_l01_trace-a625db_b32_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/eplb_l01_trace-a625db_b32_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",356c9abf9e555cb0fd58687e4debbeb7e3a80229,1,,,,,,0,2026-08-20T11:32:46Z,2026-08-20T11:33:10Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/eplb_l01_trace-a625db_b32_k8_isolated,,,"rule-5 new-accounting baselines debut (SCHEMA protocol rule 5): per-iteration GPU planning timed inside the bracket (plan_ms; timing_accounting=per_iter_gpu; moonep runs the AUTHENTIC ported fused planner kernel, moonep_planner_impl=cute_port). eplb_l01 debut (staged combine mirror, comb_dst_slot deterministic reduce). EPIC arm = hc m1 + --migration inkernel (paper-faithful fused swap; timed GPU decision consuming the iteration loads). NEVER compare planning-inclusive totals against pre-2026-08-20 capsules; quote plan_ms/total_ms per arm.",,,,,,l01,,per_iter_gpu
20260820-112940_perlmutter_c46260da,epic_hc_m1_mig_fused_trace-a625db_b32_k8_isolated,ok,perlmutter,epic_hc_m1_mig_fused,epic_hc_a2av,isolated,w16x4_trace-2d7aee_b32_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-2d7aee_b32_k8_id001.txt,8c5b3794f65420e2fb3c62a951d1bd35c6dd752e9e77b766b2c488557a488890,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-2d7aee_b32_k8_id001.routing.txt,91ab2b1cc57c3f8dd4045254c8436e406785edd542eee77289d2836cf378ff75,32,8,128,4096,8192,bfloat16,16,4,4,cxi,65536,4096,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/epic_hc_m1_mig_fused_trace-a625db_b32_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/epic_hc_m1_mig_fused_trace-a625db_b32_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",356c9abf9e555cb0fd58687e4debbeb7e3a80229,1,,,,,,0,2026-08-20T11:33:10Z,2026-08-20T11:33:35Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/epic_hc_m1_mig_fused_trace-a625db_b32_k8_isolated,,,"rule-5 new-accounting baselines debut (SCHEMA protocol rule 5): per-iteration GPU planning timed inside the bracket (plan_ms; timing_accounting=per_iter_gpu; moonep runs the AUTHENTIC ported fused planner kernel, moonep_planner_impl=cute_port). eplb_l01 debut (staged combine mirror, comb_dst_slot deterministic reduce). EPIC arm = hc m1 + --migration inkernel (paper-faithful fused swap; timed GPU decision consuming the iteration loads). NEVER compare planning-inclusive totals against pre-2026-08-20 capsules; quote plan_ms/total_ms per arm.",d6,,,167729,2.5593414306640625,l0,,per_iter_gpu
20260820-112940_perlmutter_c46260da,epic_l01_hc_m1_mig_fused_trace-a625db_b32_k8_isolated,ok,perlmutter,epic_l01_hc_m1_mig_fused,epic_hc_a2av,isolated,w16x4_trace-2d7aee_b32_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-2d7aee_b32_k8_id001.txt,8c5b3794f65420e2fb3c62a951d1bd35c6dd752e9e77b766b2c488557a488890,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-2d7aee_b32_k8_id001.routing.txt,91ab2b1cc57c3f8dd4045254c8436e406785edd542eee77289d2836cf378ff75,32,8,128,4096,8192,bfloat16,16,4,4,cxi,65536,4096,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/epic_l01_hc_m1_mig_fused_trace-a625db_b32_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/epic_l01_hc_m1_mig_fused_trace-a625db_b32_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",356c9abf9e555cb0fd58687e4debbeb7e3a80229,1,,,,,,0,2026-08-20T11:33:35Z,2026-08-20T11:34:00Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260820-112940_perlmutter_c46260da/cells/epic_l01_hc_m1_mig_fused_trace-a625db_b32_k8_isolated,,,"rule-5 new-accounting baselines debut (SCHEMA protocol rule 5): per-iteration GPU planning timed inside the bracket (plan_ms; timing_accounting=per_iter_gpu; moonep runs the AUTHENTIC ported fused planner kernel, moonep_planner_impl=cute_port). eplb_l01 debut (staged combine mirror, comb_dst_slot deterministic reduce). EPIC arm = hc m1 + --migration inkernel (paper-faithful fused swap; timed GPU decision consuming the iteration loads). NEVER compare planning-inclusive totals against pre-2026-08-20 capsules; quote plan_ms/total_ms per arm.",d6,,,167729,2.5593414306640625,l01,,per_iter_gpu
