panel,rung,arm,tidy_arm,topic,statistic,value_ms,sd_ms,n,capsules,note
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2,1+2 (no expert movement),1+2 static,philosophy,"topic-block mean, mean over reps",51.115,0.368,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2,1+2 (no expert movement),1+2 static,proLaw,"topic-block mean, mean over reps",65.935,0.432,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap seq,"1+2 + expert swap, sequential",1+2 full-orbit swap SEQ,ALL,"whole-schedule mean, mean over reps",54.384,0.208,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap seq,"1+2 + expert swap, sequential",1+2 full-orbit swap SEQ,ALL,"whole-schedule median, mean over reps",53.000,0.164,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap seq,"1+2 + expert swap, sequential",1+2 full-orbit swap SEQ,hsPsych,"topic-block mean, mean over reps",52.990,0.405,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap seq,"1+2 + expert swap, sequential",1+2 full-orbit swap SEQ,hsWorldHist,"topic-block mean, mean over reps",52.483,0.207,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap seq,"1+2 + expert swap, sequential",1+2 full-orbit swap SEQ,philosophy,"topic-block mean, mean over reps",52.609,0.347,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap seq,"1+2 + expert swap, sequential",1+2 full-orbit swap SEQ,proLaw,"topic-block mean, mean over reps",59.452,0.582,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap ovl,"1+2 + expert swap, overlapped",1+2 full-orbit swap OVL,ALL,"whole-schedule mean, mean over reps",53.703,0.650,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap ovl,"1+2 + expert swap, overlapped",1+2 full-orbit swap OVL,ALL,"whole-schedule median, mean over reps",52.973,0.276,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap ovl,"1+2 + expert swap, overlapped",1+2 full-orbit swap OVL,hsPsych,"topic-block mean, mean over reps",52.525,1.044,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap ovl,"1+2 + expert swap, overlapped",1+2 full-orbit swap OVL,hsWorldHist,"topic-block mean, mean over reps",52.191,0.428,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap ovl,"1+2 + expert swap, overlapped",1+2 full-orbit swap OVL,philosophy,"topic-block mean, mean over reps",51.967,0.258,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap ovl,"1+2 + expert swap, overlapped",1+2 full-orbit swap OVL,proLaw,"topic-block mean, mean over reps",58.130,2.292,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap1 seq,"1+2 + one-round swap, sequential",1+2 one-round swap SEQ,ALL,"whole-schedule mean, mean over reps",53.740,0.339,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap1 seq,"1+2 + one-round swap, sequential",1+2 one-round swap SEQ,ALL,"whole-schedule median, mean over reps",53.034,0.555,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap1 seq,"1+2 + one-round swap, sequential",1+2 one-round swap SEQ,hsPsych,"topic-block mean, mean over reps",53.428,0.514,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap1 seq,"1+2 + one-round swap, sequential",1+2 one-round swap SEQ,hsWorldHist,"topic-block mean, mean over reps",52.103,0.325,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap1 seq,"1+2 + one-round swap, sequential",1+2 one-round swap SEQ,philosophy,"topic-block mean, mean over reps",52.221,0.152,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap1 seq,"1+2 + one-round swap, sequential",1+2 one-round swap SEQ,proLaw,"topic-block mean, mean over reps",57.208,0.392,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap1 ovl,"1+2 + one-round swap, overlapped",1+2 one-round swap OVL,ALL,"whole-schedule mean, mean over reps",53.675,1.016,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap1 ovl,"1+2 + one-round swap, overlapped",1+2 one-round swap OVL,ALL,"whole-schedule median, mean over reps",52.272,0.027,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap1 ovl,"1+2 + one-round swap, overlapped",1+2 one-round swap OVL,hsPsych,"topic-block mean, mean over reps",54.105,2.888,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap1 ovl,"1+2 + one-round swap, overlapped",1+2 one-round swap OVL,hsWorldHist,"topic-block mean, mean over reps",51.387,0.726,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap1 ovl,"1+2 + one-round swap, overlapped",1+2 one-round swap OVL,philosophy,"topic-block mean, mean over reps",52.030,0.541,3,30bf8f78+9d6bcf40+d16e05aa,
reference: S-B dwell 4 (rejected: placement arms sink to COMET),1+2+swap1 ovl,"1+2 + one-round swap, overlapped",1+2 one-round swap OVL,proLaw,"topic-block mean, mean over reps",57.180,0.387,3,30bf8f78+9d6bcf40+d16e05aa,
