capsule,scenario,protocol,dwell,arm,arm_order,variant,topic,eval_pool,mean_ms,median_ms,sd_ms,n_iters,iters,binary,cell_id
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,COMET,0,l01_allgather_dense,lcb,lcb,58.830,58.411,1.346,4,32,505e4bed/4f66d1c4,l01_allgather_dense_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,COMET,0,l01_allgather_dense,lcb,lcb,58.508,58.353,1.262,4,32,505e4bed/4f66d1c4,l01_allgather_dense_trace-235cde_b64_k8_isolated
20260902-190700_perlmutter_763fa0ca,S-A seen-8,schedule (carried-over placement),4,COMET,0,l01_allgather_dense,philosophy,lcb,52.381,51.885,1.945,4,32,505e4bed/4f66d1c4,l01_allgather_dense_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,COMET,0,l01_allgather_dense,philosophy,lcb,53.908,54.105,1.332,4,32,505e4bed/4f66d1c4,l01_allgather_dense_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,COMET,0,l01_allgather_dense,philosophy,lcb,54.581,53.231,2.832,4,32,505e4bed/4f66d1c4,l01_allgather_dense_trace-235cde_b64_k8_isolated
20260902-190700_perlmutter_763fa0ca,S-A seen-8,schedule (carried-over placement),4,COMET,0,l01_allgather_dense,proLaw,lcb,63.748,63.777,0.350,4,32,505e4bed/4f66d1c4,l01_allgather_dense_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,COMET,0,l01_allgather_dense,proLaw,lcb,64.678,64.645,0.172,4,32,505e4bed/4f66d1c4,l01_allgather_dense_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,COMET,0,l01_allgather_dense,proLaw,lcb,64.697,64.842,0.934,4,32,505e4bed/4f66d1c4,l01_allgather_dense_trace-235cde_b64_k8_isolated
20260902-190700_perlmutter_763fa0ca,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,ALL,lcb,54.348,53.946,2.517,32,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,ALL,lcb,54.806,54.778,2.335,32,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,ALL,lcb,53.941,54.200,2.639,32,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-190700_perlmutter_763fa0ca,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,clinical,lcb,54.077,54.069,2.288,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,clinical,lcb,53.429,53.083,1.646,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,clinical,lcb,52.533,52.512,1.461,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-190700_perlmutter_763fa0ca,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,colmath,lcb,54.077,53.862,0.812,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,colmath,lcb,54.710,54.838,1.193,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,colmath,lcb,54.715,54.620,1.530,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-190700_perlmutter_763fa0ca,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,elecEng,lcb,54.490,54.721,0.459,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,elecEng,lcb,54.848,54.399,1.498,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,elecEng,lcb,54.460,54.471,0.170,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-190700_perlmutter_763fa0ca,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,hsPsych,lcb,53.405,53.429,0.592,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,hsPsych,lcb,54.315,54.965,1.716,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,hsPsych,lcb,54.222,54.135,0.753,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-190700_perlmutter_763fa0ca,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,hsWorldHist,lcb,52.085,52.237,0.836,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,hsWorldHist,lcb,53.680,53.816,1.668,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,hsWorldHist,lcb,51.232,51.173,1.411,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-190700_perlmutter_763fa0ca,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,lcb,lcb,56.578,56.209,1.787,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,lcb,lcb,57.044,56.936,1.627,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,lcb,lcb,55.635,55.682,3.336,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-190700_perlmutter_763fa0ca,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,philosophy,lcb,51.450,51.512,0.627,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,philosophy,lcb,52.394,52.557,1.002,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,philosophy,lcb,50.995,51.005,0.684,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-190700_perlmutter_763fa0ca,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,proLaw,lcb,58.621,58.715,1.467,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,proLaw,lcb,58.024,57.312,1.809,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1 token-comm overlap,1,l01_slipstream,proLaw,lcb,57.737,57.539,0.909,4,32,505e4bed/4f66d1c4,l01_slipstream_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,ALL,lcb,57.387,57.242,1.554,32,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,ALL,lcb,57.365,57.116,1.936,32,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,ALL,lcb,57.616,57.024,2.253,32,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,clinical,lcb,57.718,57.308,2.261,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,clinical,lcb,59.350,59.150,1.671,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,clinical,lcb,58.330,57.920,1.688,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,colmath,lcb,56.155,56.597,0.878,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,colmath,lcb,54.817,54.752,0.893,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,colmath,lcb,55.082,55.132,0.626,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,elecEng,lcb,56.777,56.771,0.568,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,elecEng,lcb,56.746,56.960,0.952,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,elecEng,lcb,58.742,56.975,3.588,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,hsPsych,lcb,56.715,57.001,0.987,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,hsPsych,lcb,57.109,57.110,1.081,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,hsPsych,lcb,57.051,57.197,1.009,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,hsWorldHist,lcb,57.801,58.176,0.863,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,hsWorldHist,lcb,56.759,56.470,0.817,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,hsWorldHist,lcb,56.776,56.578,0.827,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,lcb,lcb,57.063,57.469,0.911,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,lcb,lcb,56.686,56.612,0.747,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,lcb,lcb,56.503,56.606,0.778,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,philosophy,lcb,57.370,56.909,1.673,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,philosophy,lcb,57.026,57.211,1.042,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,philosophy,lcb,57.570,57.408,0.586,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,proLaw,lcb,59.496,59.582,0.774,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,proLaw,lcb,60.430,60.212,0.881,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,2 placement only (pr0),2,ablation_l01_pr0_pv2_r2,proLaw,lcb,60.871,60.913,0.881,4,32,505e4bed/4f66d1c4,ablation_l01_pr0_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,ALL,lcb,51.155,51.040,2.153,32,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,ALL,lcb,51.805,51.510,1.948,32,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,ALL,lcb,51.249,51.153,2.288,32,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,clinical,lcb,49.891,49.996,0.576,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,clinical,lcb,52.556,53.234,1.317,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,clinical,lcb,49.585,49.181,0.963,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,colmath,lcb,48.972,49.225,0.893,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,colmath,lcb,49.901,50.737,1.665,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,colmath,lcb,48.929,49.310,1.742,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,elecEng,lcb,50.820,51.052,1.660,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,elecEng,lcb,51.858,51.198,1.755,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,elecEng,lcb,52.302,52.392,0.722,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,hsPsych,lcb,52.166,52.288,0.752,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,hsPsych,lcb,52.189,53.020,2.716,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,hsPsych,lcb,51.308,52.246,2.160,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,hsWorldHist,lcb,50.450,50.785,1.611,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,hsWorldHist,lcb,51.586,51.785,1.679,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,hsWorldHist,lcb,52.013,51.836,1.335,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,lcb,lcb,52.446,52.243,0.897,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,lcb,lcb,50.759,50.626,0.667,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,lcb,lcb,51.379,51.039,1.161,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,philosophy,lcb,49.643,49.875,1.204,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,philosophy,lcb,51.781,51.950,0.810,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,philosophy,lcb,49.561,49.657,0.477,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,proLaw,lcb,54.853,54.532,1.468,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,proLaw,lcb,53.806,53.806,1.412,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1+2 static,3,ours_l01_s1_pv2_r2,proLaw,lcb,54.917,54.588,1.785,4,32,505e4bed/4f66d1c4,ours_l01_s1_pv2_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,1+2 full-orbit swap SEQ,4,ablation_l01_s2_swapall_nr_noov_p2p_r2,ALL,lcb,51.943,51.466,2.609,32,32,505e4bed/4f66d1c4,ablation_l01_s2_swapall_nr_noov_p2p_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1+2 full-orbit swap SEQ,4,ablation_l01_s2_swapall_nr_noov_p2p_r2,ALL,lcb,53.221,52.622,2.733,32,32,505e4bed/4f66d1c4,ablation_l01_s2_swapall_nr_noov_p2p_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1+2 full-orbit swap SEQ,4,ablation_l01_s2_swapall_nr_noov_p2p_r2,ALL,lcb,53.179,52.058,5.389,32,32,505e4bed/4f66d1c4,ablation_l01_s2_swapall_nr_noov_p2p_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,1+2 full-orbit swap SEQ,4,ablation_l01_s2_swapall_nr_noov_p2p_r2,clinical,lcb,50.769,50.096,1.618,4,32,505e4bed/4f66d1c4,ablation_l01_s2_swapall_nr_noov_p2p_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1+2 full-orbit swap SEQ,4,ablation_l01_s2_swapall_nr_noov_p2p_r2,clinical,lcb,54.463,55.254,2.007,4,32,505e4bed/4f66d1c4,ablation_l01_s2_swapall_nr_noov_p2p_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1+2 full-orbit swap SEQ,4,ablation_l01_s2_swapall_nr_noov_p2p_r2,clinical,lcb,52.577,52.380,2.357,4,32,505e4bed/4f66d1c4,ablation_l01_s2_swapall_nr_noov_p2p_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,1+2 full-orbit swap SEQ,4,ablation_l01_s2_swapall_nr_noov_p2p_r2,colmath,lcb,49.937,50.198,1.501,4,32,505e4bed/4f66d1c4,ablation_l01_s2_swapall_nr_noov_p2p_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1+2 full-orbit swap SEQ,4,ablation_l01_s2_swapall_nr_noov_p2p_r2,colmath,lcb,50.291,49.658,2.589,4,32,505e4bed/4f66d1c4,ablation_l01_s2_swapall_nr_noov_p2p_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1+2 full-orbit swap SEQ,4,ablation_l01_s2_swapall_nr_noov_p2p_r2,colmath,lcb,50.824,51.682,2.346,4,32,505e4bed/4f66d1c4,ablation_l01_s2_swapall_nr_noov_p2p_r2_trace-235cde_b64_k8_isolated
20260902-184904_perlmutter_ff295587,S-A seen-8,schedule (carried-over placement),4,1+2 full-orbit swap SEQ,4,ablation_l01_s2_swapall_nr_noov_p2p_r2,elecEng,lcb,51.711,51.228,2.098,4,32,505e4bed/4f66d1c4,ablation_l01_s2_swapall_nr_noov_p2p_r2_trace-235cde_b64_k8_isolated
20260902-232801_perlmutter_d4a24da5,S-A seen-8,schedule (carried-over placement),4,1+2 full-orbit swap SEQ,4,ablation_l01_s2_swapall_nr_noov_p2p_r2,elecEng,lcb,52.322,51.430,2.603,4,32,505e4bed/4f66d1c4,ablation_l01_s2_swapall_nr_noov_p2p_r2_trace-235cde_b64_k8_isolated
20260903-000148_perlmutter_b81a9315,S-A seen-8,schedule (carried-over placement),4,1+2 full-orbit swap SEQ,4,ablation_l01_s2_swapall_nr_noov_p2p_r2,elecEng,lcb,51.349,50.875,1.814,4,32,505e4bed/4f66d1c4,ablation_l01_s2_swapall_nr_noov_p2p_r2_trace-235cde_b64_k8_isolated
