run_id,cell_id,status,platform,variant,comm_pattern,mode,matrix_id,matrix_path,matrix_sha256,family,family_params,routing_mode,routing_path,routing_sha256,budget_mib,topk,G,H,chunk_bytes,dtype,world_size,nnodes,ranks_per_node,fabric,ntokens,tokens_per_rank,iters,warmup_iters,sm_margin,deterministic,env_json,git_sha,git_dirty,wire_ratio,relay_ident_bytes,relay_balanced_bytes,correct_bitwise,correct_allclose,exit_code,start_ts,end_ts,log_dir,nsys_path,prof_path,notes,router,eps,placement_sha,incidence_remote,mean_nodes_per_token,layer,timing_mode
20260819-110031_perlmutter_d1d8ef46,epic_hc_m1_na_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1_na,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",fb1697b3def4e4955603822b1018eee605076014,1,,,,,,0,2026-08-19T11:00:32Z,2026-08-19T11:00:59Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_trace-a625db_b8_k8_isolated,,,Phase-2 closure fwd: 12 cells iso b8+b64; correctness banked in the Phase-1 smoke + det gates; v2 sidecar pre-registration,d6,,1824d95bbe49fa0f,29414,1.7952880859375,l0,
20260819-110031_perlmutter_d1d8ef46,epic_hc_m1_na_es_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1_na_es,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_es_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_es_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",fb1697b3def4e4955603822b1018eee605076014,1,,,,,,0,2026-08-19T11:00:59Z,2026-08-19T11:01:20Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_es_trace-a625db_b8_k8_isolated,,,Phase-2 closure fwd: 12 cells iso b8+b64; correctness banked in the Phase-1 smoke + det gates; v2 sidecar pre-registration,evensplit,,1824d95bbe49fa0f,24940,1.522216796875,l0,
20260819-110031_perlmutter_d1d8ef46,epic_hc_m1_na_lc00_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc00,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc00_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc00_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",fb1697b3def4e4955603822b1018eee605076014,1,,,,,,0,2026-08-19T11:01:20Z,2026-08-19T11:01:51Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc00_trace-a625db_b8_k8_isolated,,,Phase-2 closure fwd: 12 cells iso b8+b64; correctness banked in the Phase-1 smoke + det gates; v2 sidecar pre-registration,loccap,0,1824d95bbe49fa0f,27723,1.69207763671875,l0,
20260819-110031_perlmutter_d1d8ef46,epic_hc_m1_na_lc0625_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc0625,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc0625_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc0625_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",fb1697b3def4e4955603822b1018eee605076014,1,,,,,,0,2026-08-19T11:01:51Z,2026-08-19T11:02:17Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc0625_trace-a625db_b8_k8_isolated,,,Phase-2 closure fwd: 12 cells iso b8+b64; correctness banked in the Phase-1 smoke + det gates; v2 sidecar pre-registration,loccap,0.0625,1824d95bbe49fa0f,25696,1.568359375,l0,
20260819-110031_perlmutter_d1d8ef46,epic_hc_m1_na_lc125_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc125,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc125_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc125_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",fb1697b3def4e4955603822b1018eee605076014,1,,,,,,0,2026-08-19T11:02:17Z,2026-08-19T11:02:41Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc125_trace-a625db_b8_k8_isolated,,,Phase-2 closure fwd: 12 cells iso b8+b64; correctness banked in the Phase-1 smoke + det gates; v2 sidecar pre-registration,loccap,0.125,1824d95bbe49fa0f,24114,1.4718017578125,l0,
20260819-110031_perlmutter_d1d8ef46,epic_hc_m1_na_lc25_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc25,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc25_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc25_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",fb1697b3def4e4955603822b1018eee605076014,1,,,,,,0,2026-08-19T11:02:41Z,2026-08-19T11:03:06Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc25_trace-a625db_b8_k8_isolated,,,Phase-2 closure fwd: 12 cells iso b8+b64; correctness banked in the Phase-1 smoke + det gates; v2 sidecar pre-registration,loccap,0.25,1824d95bbe49fa0f,21491,1.31170654296875,l0,
20260819-110031_perlmutter_d1d8ef46,epic_hc_m1_na_trace-a625db_b64_k8_isolated,ok,perlmutter,epic_hc_m1_na,epic_hc_a2av,isolated,w16x4_trace-f10c79_b64_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.txt,aababa988231dfe31cc1690f24ff8317020c8b1ad1c580c34980cf0e710be232,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.routing.txt,6faceb752f7ed4c6557d3c60081dbd8154eec6a5f2bf0b709ecc1c9a90593d5b,64,8,128,4096,8192,bfloat16,16,4,4,cxi,131072,8192,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_trace-a625db_b64_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_trace-a625db_b64_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",fb1697b3def4e4955603822b1018eee605076014,1,,,,,,0,2026-08-19T11:03:06Z,2026-08-19T11:03:28Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_trace-a625db_b64_k8_isolated,,,Phase-2 closure fwd: 12 cells iso b8+b64; correctness banked in the Phase-1 smoke + det gates; v2 sidecar pre-registration,d6,,890031b583594ab6,234947,1.7925033569335938,l0,
20260819-110031_perlmutter_d1d8ef46,epic_hc_m1_na_es_trace-a625db_b64_k8_isolated,ok,perlmutter,epic_hc_m1_na_es,epic_hc_a2av,isolated,w16x4_trace-f10c79_b64_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.txt,aababa988231dfe31cc1690f24ff8317020c8b1ad1c580c34980cf0e710be232,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.routing.txt,6faceb752f7ed4c6557d3c60081dbd8154eec6a5f2bf0b709ecc1c9a90593d5b,64,8,128,4096,8192,bfloat16,16,4,4,cxi,131072,8192,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_es_trace-a625db_b64_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_es_trace-a625db_b64_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",fb1697b3def4e4955603822b1018eee605076014,1,,,,,,0,2026-08-19T11:03:28Z,2026-08-19T11:03:51Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_es_trace-a625db_b64_k8_isolated,,,Phase-2 closure fwd: 12 cells iso b8+b64; correctness banked in the Phase-1 smoke + det gates; v2 sidecar pre-registration,evensplit,,890031b583594ab6,199138,1.5193023681640625,l0,
20260819-110031_perlmutter_d1d8ef46,epic_hc_m1_na_lc00_trace-a625db_b64_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc00,epic_hc_a2av,isolated,w16x4_trace-f10c79_b64_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.txt,aababa988231dfe31cc1690f24ff8317020c8b1ad1c580c34980cf0e710be232,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.routing.txt,6faceb752f7ed4c6557d3c60081dbd8154eec6a5f2bf0b709ecc1c9a90593d5b,64,8,128,4096,8192,bfloat16,16,4,4,cxi,131072,8192,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc00_trace-a625db_b64_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc00_trace-a625db_b64_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",fb1697b3def4e4955603822b1018eee605076014,1,,,,,,0,2026-08-19T11:03:51Z,2026-08-19T11:08:30Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc00_trace-a625db_b64_k8_isolated,,,Phase-2 closure fwd: 12 cells iso b8+b64; correctness banked in the Phase-1 smoke + det gates; v2 sidecar pre-registration,loccap,0,890031b583594ab6,218038,1.6634979248046875,l0,
20260819-110031_perlmutter_d1d8ef46,epic_hc_m1_na_lc0625_trace-a625db_b64_k8_isolated,ok,perlmutter,epic_hc_m1_na_lc0625,epic_hc_a2av,isolated,w16x4_trace-f10c79_b64_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.txt,aababa988231dfe31cc1690f24ff8317020c8b1ad1c580c34980cf0e710be232,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-f10c79_b64_k8_id001.routing.txt,6faceb752f7ed4c6557d3c60081dbd8154eec6a5f2bf0b709ecc1c9a90593d5b,64,8,128,4096,8192,bfloat16,16,4,4,cxi,131072,8192,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc0625_trace-a625db_b64_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc0625_trace-a625db_b64_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",fb1697b3def4e4955603822b1018eee605076014,1,,,,,,0,2026-08-19T11:08:30Z,2026-08-19T11:10:35Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260819-110031_perlmutter_d1d8ef46/cells/epic_hc_m1_na_lc0625_trace-a625db_b64_k8_isolated,,,Phase-2 closure fwd: 12 cells iso b8+b64; correctness banked in the Phase-1 smoke + det gates; v2 sidecar pre-registration,loccap,0.0625,890031b583594ab6,205264,1.5660400390625,l0,
