nodes,model,budget_mib,cell_id,expert,copies,rank,node,rows,t1_self,t2_node,t3_remote,t4_forced,gpu_load,cap
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,65,1,17,4,483,21,46,403,13,4576,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,80,1,17,4,38,1,4,30,3,4576,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,92,2,17,4,1236,74,225,937,0,4576,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,107,2,17,4,1331,63,227,898,143,4576,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,8,7,18,4,545,146,384,15,0,4713,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,12,1,18,4,151,3,13,70,65,4713,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,14,3,18,4,1211,101,291,620,199,4713,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,30,2,18,4,812,32,152,628,0,4713,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,35,2,18,4,1636,78,252,1066,240,4713,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,52,1,18,4,358,12,35,242,69,4713,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,25,2,19,4,1706,98,207,998,403,5404,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,50,2,19,4,992,57,171,475,289,5404,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,82,5,19,4,659,92,311,256,0,5404,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,103,2,19,4,1690,96,259,964,371,5404,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,111,1,19,4,183,4,19,149,11,5404,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,124,1,19,4,174,3,19,136,16,5404,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,10,1,20,5,265,9,30,217,9,4574,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,17,2,20,5,780,36,111,618,15,4574,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,32,2,20,5,900,52,188,619,41,4574,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,36,2,20,5,1552,68,233,1085,166,4574,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,61,2,20,5,1072,60,166,767,79,4574,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,121,1,20,5,5,0,1,3,1,4574,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,13,1,21,5,438,13,37,346,42,2738,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,33,3,21,5,406,44,142,214,6,2738,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,39,2,21,5,746,51,129,537,29,2738,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,44,1,21,5,0,0,0,0,0,2738,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,69,2,21,5,496,51,111,334,0,2738,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,82,5,21,5,652,110,323,219,0,2738,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,4,2,22,5,1029,66,148,681,134,3521,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,9,1,22,5,50,1,2,45,2,3521,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,40,3,22,5,1578,103,333,1004,138,3521,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,79,3,22,5,289,29,87,173,0,3521,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,91,1,22,5,13,1,3,7,2,3521,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,93,3,22,5,562,69,164,329,0,3521,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,8,7,23,5,628,130,401,97,0,3861,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,37,3,23,5,1368,128,430,810,0,3861,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,38,2,23,5,678,40,144,494,0,3861,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,71,1,23,5,131,9,11,89,22,3861,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,87,1,23,5,77,5,11,57,4,3861,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,108,2,23,5,979,51,149,734,45,3861,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,29,1,24,6,1108,39,98,922,49,3934,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,58,1,24,6,1295,47,109,1056,83,3934,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,59,1,24,6,0,0,0,0,0,3934,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,99,1,24,6,422,14,38,364,6,3934,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,102,1,24,6,320,13,27,254,26,3934,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,105,1,24,6,789,28,83,611,67,3934,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,24,1,25,6,535,19,52,353,111,2775,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,37,3,25,6,1518,126,424,875,93,2775,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,54,1,25,6,0,0,0,0,0,2775,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,76,1,25,6,314,7,29,278,0,2775,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,79,3,25,6,146,38,81,25,2,2775,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,118,1,25,6,262,5,24,207,26,2775,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,26,1,26,6,350,5,31,265,49,2211,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,47,1,26,6,2,0,0,2,0,2211,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,48,3,26,6,683,55,218,410,0,2211,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,74,1,26,6,178,2,13,160,3,2211,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,82,5,26,6,475,98,342,20,15,2211,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,96,1,26,6,523,22,55,411,35,2211,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,6,1,27,6,0,0,0,0,0,2826,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,67,3,27,6,987,99,334,434,120,2826,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,73,1,27,6,5,0,0,4,1,2826,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,75,1,27,6,830,22,63,725,20,2826,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,104,1,27,6,530,14,39,427,50,2826,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,122,1,27,6,474,7,42,415,10,2826,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,31,1,28,7,1055,26,103,737,189,3330,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,68,1,28,7,816,23,85,639,69,3330,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,77,2,28,7,667,46,97,391,133,3330,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,78,1,28,7,434,9,37,325,63,3330,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,89,1,28,7,358,9,39,237,73,3330,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,112,1,28,7,0,0,0,0,0,3330,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,3,1,29,7,813,26,86,582,119,2765,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,5,2,29,7,936,82,234,521,99,2765,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,51,1,29,7,422,13,42,298,69,2765,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,97,1,29,7,0,0,0,0,0,2765,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,110,1,29,7,386,12,36,284,54,2765,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,123,1,29,7,208,2,12,156,38,2765,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,34,1,30,7,729,19,69,501,140,3280,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,45,1,30,7,1377,52,125,932,268,3280,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,49,1,30,7,253,12,22,162,57,3280,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,70,1,30,7,9,0,0,9,0,3280,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,83,1,30,7,565,17,54,388,106,3280,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,93,3,30,7,347,61,158,116,12,3280,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,8,7,31,7,547,135,400,12,0,2212,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,23,1,31,7,250,16,18,162,54,2212,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,27,2,31,7,918,60,127,542,189,2212,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,55,2,31,7,340,50,117,157,16,2212,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,86,1,31,7,128,5,14,94,15,2212,4352
8,Qwen,4,ours_l01_s1_pv2_r2_trace-a2e8ab_b4_k8_isolated,115,1,31,7,29,0,4,22,3,2212,4352
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,57,1,0,0,4492,132,447,1464,2449,19857,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,66,2,0,0,2808,239,661,1908,0,19857,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,82,5,0,0,3502,419,1381,1702,0,19857,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,84,2,0,0,3229,291,803,2135,0,19857,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,107,2,0,0,3525,285,832,2408,0,19857,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,126,2,0,0,2301,230,684,1387,0,19857,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,42,3,1,0,2764,325,869,1570,0,21740,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,43,2,1,0,2278,221,711,1346,0,21740,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,50,2,1,0,3204,215,708,2281,0,21740,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,61,2,1,0,2676,235,646,1795,0,21740,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,100,2,1,0,8200,364,1060,2444,4332,21740,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,108,2,1,0,2618,203,622,1793,0,21740,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,2,1,2,0,3073,91,264,1249,1469,23837,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,15,2,2,0,5429,247,768,2385,2029,23837,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,18,2,2,0,5240,248,773,2392,1827,23837,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,39,2,2,0,2624,175,551,1898,0,23837,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,41,2,2,0,4175,280,889,3006,0,23837,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,56,1,2,0,3296,106,319,1767,1104,23837,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,4,2,3,0,2715,237,667,1811,0,17408,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,8,7,3,0,2887,553,1721,613,0,17408,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,11,2,3,0,2389,227,643,1519,0,17408,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,21,3,3,0,3888,380,1091,2417,0,17408,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,40,3,3,0,3801,397,1208,2196,0,17408,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,63,2,3,0,1728,152,447,1129,0,17408,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,0,1,4,1,880,27,79,745,29,17815,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,33,3,4,1,3424,243,728,2434,19,17815,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,41,2,4,1,4896,290,802,3512,292,17815,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,67,3,4,1,5888,450,1330,4108,0,17815,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,116,1,4,1,0,0,0,0,0,17815,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,125,1,4,1,2727,72,236,2275,144,17815,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,20,1,5,1,47,0,3,43,1,17789,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,21,3,5,1,5211,341,1043,3564,263,17789,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,46,2,5,1,3711,177,541,2865,128,17789,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,62,1,5,1,1442,42,147,1209,44,17789,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,72,1,5,1,2739,82,272,2308,77,17789,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,127,2,5,1,4639,213,705,3478,243,17789,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,8,7,6,1,2522,551,1660,311,0,12606,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,79,3,6,1,1844,106,364,1374,0,12606,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,81,1,6,1,3565,113,319,3034,99,12606,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,94,1,6,1,1544,57,147,1323,17,12606,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,95,2,6,1,2851,142,489,2112,108,12606,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,98,1,6,1,280,13,26,241,0,12606,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,30,2,7,1,2551,171,533,1804,43,17506,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,43,2,7,1,5058,213,655,4001,189,17506,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,69,2,7,1,3156,181,492,2460,23,17506,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,88,1,7,1,868,34,97,726,11,17506,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,90,1,7,1,130,1,17,110,2,17506,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,113,2,7,1,5743,257,883,4357,246,17506,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,5,2,8,2,6229,352,913,4964,0,19946,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,64,1,8,2,635,19,56,466,94,19946,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,82,5,8,2,3409,455,1352,1602,0,19946,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,84,2,8,2,5198,256,806,2485,1651,19946,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,119,1,8,2,2725,73,272,1517,863,19946,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,120,1,8,2,1750,64,155,1430,101,19946,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,1,1,9,2,134,6,9,114,5,12815,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,8,7,9,2,2546,558,1622,366,0,12815,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,19,1,9,2,1043,26,80,918,19,12815,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,33,3,9,2,2180,239,733,1208,0,12815,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,55,2,9,2,3919,177,499,3243,0,12815,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,101,1,9,2,2993,92,259,2586,56,12815,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,48,3,10,2,2941,324,893,1724,0,17779,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,92,2,10,2,4849,344,912,3593,0,17779,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,93,3,10,2,3532,209,701,2622,0,17779,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,106,1,10,2,4621,126,453,3588,454,17779,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,114,1,10,2,458,13,38,407,0,17779,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,117,1,10,2,1378,44,125,936,273,17779,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,14,3,11,2,4447,391,1181,2875,0,17916,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,28,1,11,2,840,30,85,416,309,17916,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,37,3,11,2,6396,553,1719,4124,0,17916,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,42,3,11,2,3095,299,908,1888,0,17916,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,60,1,11,2,731,24,76,432,199,17916,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,127,2,11,2,2407,212,700,1495,0,17916,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,14,3,12,3,3486,412,1209,1865,0,19155,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,17,2,12,3,1444,148,424,872,0,19155,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,36,2,12,3,3896,303,966,2627,0,19155,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,63,2,12,3,3001,156,425,673,1747,19155,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,103,2,12,3,3909,347,1049,2513,0,19155,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,113,2,12,3,3419,261,854,2304,0,19155,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,11,2,13,3,4263,214,609,1576,1864,21282,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,27,2,13,3,2326,173,572,1581,0,21282,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,32,2,13,3,4105,234,725,3146,0,21282,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,38,2,13,3,3374,216,559,2395,204,21282,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,95,2,13,3,2217,168,462,1587,0,21282,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,126,2,13,3,4997,202,644,2345,1806,21282,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,25,2,14,3,3300,316,937,2047,0,17408,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,35,2,14,3,3268,332,998,1938,0,17408,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,40,3,14,3,3505,438,1286,1781,0,17408,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,46,2,14,3,2226,212,548,1466,0,17408,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,77,2,14,3,1775,159,420,1196,0,17408,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,100,2,14,3,3334,355,1097,1882,0,17408,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,8,7,15,3,2418,550,1540,328,0,20308,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,15,2,15,3,2522,264,714,1544,0,20308,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,18,2,15,3,3184,257,782,2145,0,20308,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,21,3,15,3,2008,339,1021,648,0,20308,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,22,1,15,3,5704,176,553,2075,2900,20308,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,67,3,15,3,4472,434,1315,2723,0,20308,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,7,1,16,4,1660,41,149,1448,22,18221,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,48,3,16,4,3741,290,872,2571,8,18221,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,53,1,16,4,6267,188,578,5332,169,18221,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,66,2,16,4,4729,240,721,2951,817,18221,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,85,1,16,4,1717,58,171,1423,65,18221,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,109,1,16,4,107,2,8,89,8,18221,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,16,1,17,4,2461,88,235,1990,148,18265,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,42,3,17,4,3681,271,878,2189,343,18265,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,65,1,17,4,1938,69,209,1615,45,18265,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,80,1,17,4,146,9,14,110,13,18265,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,92,2,17,4,4931,330,939,3516,146,18265,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,107,2,17,4,5108,281,814,3513,500,18265,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,8,7,18,4,2336,570,1655,111,0,19076,17408
8,Qwen,16,ours_l01_s1_pv2_r2_trace-a2e8ab_b16_k8_isolated,12,1,18,4,588,21,53,246,268,19076,17408
