nodes,model,budget_mib,cell_id,expert,copies,rank,node,rows,t1_self,t2_node,t3_remote,t4_forced,gpu_load,cap
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,9,4,0,0,39,9,30,0,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,11,2,0,0,48,5,11,32,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,30,1,0,0,1,0,1,0,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,51,1,0,0,6,0,1,5,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,66,1,0,0,1,0,0,1,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,95,1,0,0,7,0,3,4,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,102,1,0,0,14,0,5,9,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,110,4,0,0,41,9,32,0,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,146,1,0,0,47,1,10,36,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,167,1,0,0,20,1,3,16,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,188,1,0,0,3,0,1,2,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,195,1,0,0,10,0,2,8,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,204,1,0,0,2,0,0,2,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,233,1,0,0,30,2,10,18,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,247,2,0,0,72,7,22,43,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,264,1,0,0,17,2,3,12,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,267,1,0,0,22,0,5,17,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,276,1,0,0,11,0,4,7,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,289,1,0,0,20,1,3,16,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,303,1,0,0,45,4,10,31,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,305,1,0,0,17,3,1,13,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,326,2,0,0,36,2,12,22,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,345,1,0,0,23,2,4,17,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,357,1,0,0,12,1,3,8,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,372,1,0,0,3,0,0,3,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,377,1,0,0,16,0,3,13,0,563,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,1,1,1,0,9,1,1,7,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,50,1,1,0,28,1,5,22,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,76,4,1,0,41,9,32,0,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,78,1,1,0,20,2,2,16,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,80,1,1,0,25,2,1,22,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,89,1,1,0,3,1,0,2,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,98,2,1,0,25,2,9,14,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,108,1,1,0,10,1,1,8,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,115,1,1,0,26,0,3,23,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,119,3,1,0,69,9,34,26,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,124,1,1,0,18,2,3,13,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,209,1,1,0,27,3,2,22,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,216,1,1,0,0,0,0,0,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,225,1,1,0,22,1,5,16,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,235,1,1,0,0,0,0,0,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,238,1,1,0,44,4,12,28,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,263,1,1,0,8,0,1,7,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,265,1,1,0,72,2,15,55,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,282,1,1,0,0,0,0,0,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,283,1,1,0,6,0,1,5,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,286,1,1,0,50,3,10,37,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,287,1,1,0,5,0,1,4,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,328,1,1,0,11,0,3,8,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,329,1,1,0,17,0,1,16,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,365,1,1,0,2,0,0,2,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,381,1,1,0,7,1,1,5,0,545,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,23,1,2,0,15,1,1,13,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,25,1,2,0,22,1,3,18,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,57,1,2,0,3,0,2,1,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,60,1,2,0,15,3,3,9,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,68,1,2,0,19,2,3,14,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,92,1,2,0,19,0,4,15,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,105,1,2,0,45,2,10,33,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,127,3,2,0,52,4,28,20,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,138,1,2,0,12,1,4,7,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,145,1,2,0,3,2,0,1,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,156,1,2,0,1,0,0,1,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,164,1,2,0,26,3,5,18,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,174,1,2,0,44,1,10,33,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,186,1,2,0,43,1,8,34,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,205,1,2,0,6,1,0,5,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,212,1,2,0,6,2,2,2,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,222,1,2,0,56,3,12,41,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,227,1,2,0,29,0,6,23,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,250,2,2,0,28,4,9,15,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,256,1,2,0,26,2,1,23,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,258,1,2,0,0,0,0,0,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,313,1,2,0,9,0,1,8,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,321,1,2,0,8,0,4,4,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,334,1,2,0,69,5,8,56,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,363,1,2,0,0,0,0,0,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,368,1,2,0,14,1,1,12,0,570,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,8,1,3,0,8,1,3,4,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,19,4,3,0,53,13,40,0,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,39,1,3,0,19,1,5,13,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,84,1,3,0,15,1,1,13,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,91,1,3,0,6,0,2,4,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,100,1,3,0,0,0,0,0,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,101,1,3,0,4,0,2,2,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,109,1,3,0,23,1,5,17,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,143,1,3,0,3,0,2,1,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,157,1,3,0,0,0,0,0,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,172,1,3,0,18,2,5,11,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,187,1,3,0,10,1,4,5,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,189,2,3,0,55,4,18,33,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,206,1,3,0,87,5,17,65,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,219,1,3,0,34,1,7,26,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,228,1,3,0,6,0,1,5,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,242,1,3,0,17,2,1,14,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,249,1,3,0,3,0,1,2,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,293,2,3,0,47,3,12,32,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,299,1,3,0,11,2,2,7,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,304,1,3,0,31,2,5,24,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,312,1,3,0,32,3,7,22,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,315,1,3,0,22,2,3,17,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,341,1,3,0,0,0,0,0,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,361,1,3,0,6,1,2,3,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,374,1,3,0,28,2,7,19,0,538,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,5,1,4,1,0,0,0,0,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,11,2,4,1,38,4,11,23,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,21,1,4,1,20,1,3,16,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,22,1,4,1,46,1,10,35,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,33,1,4,1,13,1,2,10,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,47,1,4,1,51,6,9,36,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,58,1,4,1,4,1,2,1,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,67,1,4,1,37,2,9,26,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,69,1,4,1,5,0,1,4,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,76,4,4,1,32,13,19,0,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,94,1,4,1,3,1,2,0,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,99,1,4,1,16,0,3,13,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,110,4,4,1,60,17,43,0,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,191,1,4,1,5,1,1,3,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,207,1,4,1,11,1,3,7,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,210,2,4,1,36,2,11,23,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,224,1,4,1,13,1,3,9,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,270,1,4,1,15,1,2,12,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,273,1,4,1,11,1,1,9,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,320,1,4,1,11,0,1,10,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,331,1,4,1,42,1,10,31,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,337,1,4,1,16,0,7,9,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,354,1,4,1,20,1,7,12,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,369,1,4,1,2,0,0,2,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,379,1,4,1,28,2,6,20,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,382,1,4,1,21,0,4,17,0,556,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,9,4,5,1,39,12,27,0,0,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,32,2,5,1,66,4,27,35,0,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,53,1,5,1,8,1,1,4,2,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,81,1,5,1,57,0,14,38,5,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,82,1,5,1,24,2,4,17,1,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,104,1,5,1,19,2,1,12,4,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,114,1,5,1,6,0,1,5,0,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,116,1,5,1,6,1,1,3,1,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,121,1,5,1,11,0,4,7,0,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,133,1,5,1,21,2,2,13,4,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,147,1,5,1,17,0,6,11,0,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,166,1,5,1,52,5,14,30,3,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,181,1,5,1,8,0,3,4,1,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,202,1,5,1,28,3,4,21,0,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,211,1,5,1,18,2,0,13,3,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,217,1,5,1,36,2,3,28,3,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,262,1,5,1,7,0,3,4,0,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,277,1,5,1,13,1,0,12,0,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,288,1,5,1,19,4,2,11,2,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,294,1,5,1,14,0,3,11,0,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,295,2,5,1,30,3,6,21,0,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,322,1,5,1,10,0,0,9,1,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,324,1,5,1,39,1,7,28,3,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,339,2,5,1,42,4,14,24,0,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,349,3,5,1,50,15,26,9,0,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,367,1,5,1,2,0,1,1,0,642,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,0,1,6,1,112,8,18,81,5,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,2,1,6,1,18,2,2,13,1,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,16,1,6,1,13,2,1,7,3,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,17,1,6,1,16,1,5,10,0,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,26,1,6,1,1,0,0,1,0,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,45,1,6,1,64,1,15,39,9,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,61,1,6,1,26,3,3,19,1,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,63,1,6,1,9,0,3,5,1,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,70,1,6,1,16,1,2,11,2,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,73,1,6,1,29,0,5,22,2,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,127,3,6,1,52,7,31,14,0,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,128,2,6,1,47,3,15,29,0,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,152,1,6,1,4,0,2,2,0,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,159,1,6,1,29,0,4,24,1,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,160,1,6,1,48,2,9,37,0,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,165,1,6,1,10,1,2,6,1,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,168,1,6,1,44,5,8,25,6,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,194,1,6,1,2,0,0,1,1,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,232,1,6,1,12,1,3,6,2,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,243,1,6,1,29,1,7,18,3,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,261,1,6,1,3,0,0,3,0,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,268,1,6,1,19,2,5,12,0,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,278,1,6,1,11,0,2,8,1,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,309,1,6,1,17,0,2,15,0,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,359,1,6,1,16,0,2,13,1,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,376,1,6,1,1,0,0,0,1,648,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,4,1,7,1,5,0,1,4,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,14,1,7,1,15,1,1,13,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,19,4,7,1,35,14,21,0,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,24,1,7,1,14,0,1,13,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,34,1,7,1,14,0,4,10,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,56,1,7,1,8,1,2,5,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,59,1,7,1,43,4,9,30,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,64,1,7,1,31,4,3,23,1,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,75,1,7,1,15,0,3,12,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,87,1,7,1,9,0,1,8,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,107,1,7,1,51,6,6,39,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,158,1,7,1,2,0,0,2,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,196,1,7,1,17,1,4,11,1,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,208,1,7,1,4,2,0,2,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,218,1,7,1,51,5,14,32,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,230,1,7,1,22,1,4,17,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,257,1,7,1,54,3,13,37,1,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,275,1,7,1,8,0,4,4,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,284,1,7,1,20,2,3,15,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,293,2,7,1,51,4,33,14,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,297,1,7,1,33,3,7,22,1,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,301,1,7,1,62,7,12,41,2,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,302,1,7,1,2,0,0,1,1,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,327,1,7,1,26,0,2,24,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,338,1,7,1,3,0,1,2,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,351,1,7,1,6,2,2,2,0,601,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,6,1,8,2,7,1,1,5,0,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,18,1,8,2,12,0,3,9,0,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,19,4,8,2,45,13,32,0,0,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,40,1,8,2,25,5,4,15,1,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,44,1,8,2,1,0,0,1,0,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,49,1,8,2,37,5,2,30,0,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,52,2,8,2,32,2,10,20,0,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,79,1,8,2,26,0,4,22,0,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,96,1,8,2,34,2,7,25,0,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,110,4,8,2,69,14,55,0,0,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,119,3,8,2,61,10,43,8,0,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,136,1,8,2,7,0,3,4,0,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,163,1,8,2,4,0,0,3,1,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,171,1,8,2,10,0,1,9,0,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,185,1,8,2,34,1,10,22,1,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,197,1,8,2,13,2,3,7,1,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,200,1,8,2,13,0,2,10,1,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,203,1,8,2,1,0,1,0,0,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,234,1,8,2,48,4,5,39,0,593,612
4,K2,1,ours_l01_s1_pv2_r2_trace-610042_b1_k8_isolated,240,1,8,2,26,1,6,18,1,593,612
