run_id,cell_id,status,platform,variant,comm_pattern,mode,matrix_id,matrix_path,matrix_sha256,family,family_params,routing_mode,routing_path,routing_sha256,budget_mib,topk,G,H,chunk_bytes,dtype,world_size,nnodes,ranks_per_node,fabric,ntokens,tokens_per_rank,iters,warmup_iters,sm_margin,deterministic,env_json,git_sha,git_dirty,wire_ratio,relay_ident_bytes,relay_balanced_bytes,correct_bitwise,correct_allclose,exit_code,start_ts,end_ts,log_dir,nsys_path,prof_path,notes,layer,timing_mode
20260818-015722_perlmutter_0459b913,epic_hc_m1_trace-a625db_b2_k8_isolated,ok,perlmutter,epic_hc_m1,epic_hc_a2av,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m1_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m1_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""5G""}",813225b93281e1d861b8daf397ba4e890ebf3bba,1,,,,1,1,0,2026-08-18T01:57:22Z,2026-08-18T01:57:46Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m1_trace-a625db_b2_k8_isolated,,,"EPIC Mode-2 m-ladder completion, attempt 2: exact per-group stage/conv/wire RS knob demands in enable_hc_combine (cpr is not a valid conv bound under lane skew; bit only at m=1) — first attempt 20260818-014619 had epic_l01_hc_m1 conv-panel overflow",l0,
20260818-015722_perlmutter_0459b913,epic_hc_m2_trace-a625db_b2_k8_isolated,ok,perlmutter,epic_hc_m2,epic_hc_a2av,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m2_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m2_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""5G""}",813225b93281e1d861b8daf397ba4e890ebf3bba,1,,,,1,1,0,2026-08-18T01:57:46Z,2026-08-18T01:58:07Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m2_trace-a625db_b2_k8_isolated,,,"EPIC Mode-2 m-ladder completion, attempt 2: exact per-group stage/conv/wire RS knob demands in enable_hc_combine (cpr is not a valid conv bound under lane skew; bit only at m=1) — first attempt 20260818-014619 had epic_l01_hc_m1 conv-panel overflow",l0,
20260818-015722_perlmutter_0459b913,epic_hc_m4_trace-a625db_b2_k8_isolated,ok,perlmutter,epic_hc_m4,epic_hc_a2av,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m4_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m4_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""5G""}",813225b93281e1d861b8daf397ba4e890ebf3bba,1,,,,1,1,0,2026-08-18T01:58:07Z,2026-08-18T01:58:30Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m4_trace-a625db_b2_k8_isolated,,,"EPIC Mode-2 m-ladder completion, attempt 2: exact per-group stage/conv/wire RS knob demands in enable_hc_combine (cpr is not a valid conv bound under lane skew; bit only at m=1) — first attempt 20260818-014619 had epic_l01_hc_m1 conv-panel overflow",l0,
20260818-015722_perlmutter_0459b913,epic_l01_hc_m1_trace-a625db_b2_k8_isolated,ok,perlmutter,epic_l01_hc_m1,epic_hc_a2av,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_l01_hc_m1_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_l01_hc_m1_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""5G""}",813225b93281e1d861b8daf397ba4e890ebf3bba,1,,,,1,1,0,2026-08-18T01:58:30Z,2026-08-18T01:59:15Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_l01_hc_m1_trace-a625db_b2_k8_isolated,,,"EPIC Mode-2 m-ladder completion, attempt 2: exact per-group stage/conv/wire RS knob demands in enable_hc_combine (cpr is not a valid conv bound under lane skew; bit only at m=1) — first attempt 20260818-014619 had epic_l01_hc_m1 conv-panel overflow",l01,
20260818-015722_perlmutter_0459b913,epic_l01_hc_m2_trace-a625db_b2_k8_isolated,ok,perlmutter,epic_l01_hc_m2,epic_hc_a2av,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_l01_hc_m2_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_l01_hc_m2_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""5G""}",813225b93281e1d861b8daf397ba4e890ebf3bba,1,,,,1,1,0,2026-08-18T01:59:15Z,2026-08-18T02:00:01Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_l01_hc_m2_trace-a625db_b2_k8_isolated,,,"EPIC Mode-2 m-ladder completion, attempt 2: exact per-group stage/conv/wire RS knob demands in enable_hc_combine (cpr is not a valid conv bound under lane skew; bit only at m=1) — first attempt 20260818-014619 had epic_l01_hc_m1 conv-panel overflow",l01,
20260818-015722_perlmutter_0459b913,epic_l01_hc_m4_trace-a625db_b2_k8_isolated,ok,perlmutter,epic_l01_hc_m4,epic_hc_a2av,isolated,w16x4_trace-4f187d_b2_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.txt,dfd515960c8690648facdf31ec0237d70de01304a10a74670c0fc19839e1b2c1,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-4f187d_b2_k8_id001.routing.txt,31db908584301070c1c0e280b72a544354a30a5e1365e07ad9e65db276f8edda,2,8,128,4096,8192,bfloat16,16,4,4,cxi,4096,256,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_l01_hc_m4_trace-a625db_b2_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_l01_hc_m4_trace-a625db_b2_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""5G""}",813225b93281e1d861b8daf397ba4e890ebf3bba,1,,,,1,1,0,2026-08-18T02:00:01Z,2026-08-18T02:00:46Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_l01_hc_m4_trace-a625db_b2_k8_isolated,,,"EPIC Mode-2 m-ladder completion, attempt 2: exact per-group stage/conv/wire RS knob demands in enable_hc_combine (cpr is not a valid conv bound under lane skew; bit only at m=1) — first attempt 20260818-014619 had epic_l01_hc_m1 conv-panel overflow",l01,
20260818-015722_perlmutter_0459b913,epic_hc_m1_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m1,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m1_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m1_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",813225b93281e1d861b8daf397ba4e890ebf3bba,1,,,,1,1,0,2026-08-18T02:00:46Z,2026-08-18T02:01:09Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m1_trace-a625db_b8_k8_isolated,,,"EPIC Mode-2 m-ladder completion, attempt 2: exact per-group stage/conv/wire RS knob demands in enable_hc_combine (cpr is not a valid conv bound under lane skew; bit only at m=1) — first attempt 20260818-014619 had epic_l01_hc_m1 conv-panel overflow",l0,
20260818-015722_perlmutter_0459b913,epic_hc_m2_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m2,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m2_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m2_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",813225b93281e1d861b8daf397ba4e890ebf3bba,1,,,,1,1,0,2026-08-18T02:01:09Z,2026-08-18T02:01:32Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m2_trace-a625db_b8_k8_isolated,,,"EPIC Mode-2 m-ladder completion, attempt 2: exact per-group stage/conv/wire RS knob demands in enable_hc_combine (cpr is not a valid conv bound under lane skew; bit only at m=1) — first attempt 20260818-014619 had epic_l01_hc_m1 conv-panel overflow",l0,
20260818-015722_perlmutter_0459b913,epic_hc_m4_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_hc_m4,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m4_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m4_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",813225b93281e1d861b8daf397ba4e890ebf3bba,1,,,,1,1,0,2026-08-18T02:01:32Z,2026-08-18T02:01:56Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_hc_m4_trace-a625db_b8_k8_isolated,,,"EPIC Mode-2 m-ladder completion, attempt 2: exact per-group stage/conv/wire RS knob demands in enable_hc_combine (cpr is not a valid conv bound under lane skew; bit only at m=1) — first attempt 20260818-014619 had epic_l01_hc_m1 conv-panel overflow",l0,
20260818-015722_perlmutter_0459b913,epic_l01_hc_m1_trace-a625db_b8_k8_isolated,ok,perlmutter,epic_l01_hc_m1,epic_hc_a2av,isolated,w16x4_trace-0971f3_b8_k8_id001,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.txt,6d2a73bb0d5eafed87104cc70cdfc7f2a9002eee3a76b64577e94dca7f8f2ab2,trace,"{""layer"": 92, ""pools"": ""mmlu/college_mathematics+mmlu/high_school_world_history+mmlu_ZH_CN/college_mathematics+mmlu_ZH_CN/high_school_world_history"", ""sem"": ""pernode""}",real,/pscratch/sd/y/yufeid/workspace/andrewy/a2av_test_matrices/generated/w16x4_trace-0971f3_b8_k8_id001.routing.txt,00e3cec1aaead138d85f1b20e81a0447236acead15e2a0913c20a7df807d782d,8,8,128,4096,8192,bfloat16,16,4,4,cxi,16384,1024,10,5,8,0,"{""CUDA_DEVICE_MAX_CONNECTIONS"": ""8"", ""FLUX_EXTRA_TORCHRUN_ARGS"": ""--redirects 3 --log-dir /pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_l01_hc_m1_trace-a625db_b8_k8_isolated/torchrun"", ""FLUX_SWEEP_ISOLATED_ITERS"": ""1"", ""FLUX_SWEEP_RECORD_DIR"": ""/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_l01_hc_m1_trace-a625db_b8_k8_isolated/records"", ""FLUX_TEST_DETERMINISTIC"": ""0"", ""NVSHMEM_SYMMETRIC_SIZE"": ""16G""}",813225b93281e1d861b8daf397ba4e890ebf3bba,1,,,,1,1,0,2026-08-18T02:01:56Z,2026-08-18T02:02:42Z,/pscratch/sd/y/yufeid/workspace/andrewy/sweep_data/20260818-015722_perlmutter_0459b913/cells/epic_l01_hc_m1_trace-a625db_b8_k8_isolated,,,"EPIC Mode-2 m-ladder completion, attempt 2: exact per-group stage/conv/wire RS knob demands in enable_hc_combine (cpr is not a valid conv bound under lane skew; bit only at m=1) — first attempt 20260818-014619 had epic_l01_hc_m1 conv-panel overflow",l01,
